target_id	length	eff_length	est_counts	tpm
TRINITY_DN3879_c0_g1_i1	2974	2793.14	331	119.513
TRINITY_DN3827_c0_g1_i1	748	567.14	50	88.9118
TRINITY_DN3855_c0_g1_i1	1871	1690.14	125	74.5877
TRINITY_DN3892_c0_g1_i1	1880	1699.14	185	109.805
TRINITY_DN3860_c0_g1_i1	848	667.14	85	128.494
TRINITY_DN3841_c0_g1_i1	2157	1976.14	362	184.744
TRINITY_DN3811_c0_g1_i1	1287	1106.14	259	236.14
TRINITY_DN3818_c0_g1_i1	2180	1999.14	165	83.2378
TRINITY_DN3889_c0_g1_i1	516	335.14	22	66.2028
TRINITY_DN3872_c0_g1_i1	790	609.14	93	153.973
TRINITY_DN3887_c0_g1_i1	704	523.14	51	98.3178
TRINITY_DN3885_c0_g1_i1	3717	3536.14	487	138.893
TRINITY_DN3802_c0_g1_i1	1844	1663.14	141	85.5008
TRINITY_DN3837_c0_g1_i1	531	350.14	48	138.255
TRINITY_DN3898_c0_g1_i1	1634	1453.14	401	278.302
TRINITY_DN3862_c0_g1_i1	522	341.14	36	106.426
TRINITY_DN3845_c0_g1_i1	1652	1471.14	106	72.6661
TRINITY_DN3857_c0_g1_i1	928	747.14	115	155.23
TRINITY_DN3868_c0_g1_i1	661	480.14	35	73.5157
TRINITY_DN3821_c0_g1_i1	2343	2162.14	270	125.939
TRINITY_DN3863_c0_g1_i1	1298	1117.14	95	85.7622
TRINITY_DN3873_c0_g1_i1	1589	1408.14	635	454.787
TRINITY_DN3867_c0_g1_i1	953	772.14	69	90.1224
TRINITY_DN3896_c0_g1_i1	1222	1041.14	53	51.3389
TRINITY_DN3881_c0_g1_i1	2439	2258.14	124	55.3797
TRINITY_DN3856_c0_g1_i1	683	502.14	45	90.379
TRINITY_DN3820_c0_g1_i1	2705	2524.14	454	181.394
TRINITY_DN3849_c0_g1_i1	637	456.14	92	203.409
TRINITY_DN3853_c0_g1_i1	1456	1275.14	359	283.933
TRINITY_DN3829_c0_g1_i1	3702	3521.14	825	236.293
TRINITY_DN3842_c0_g1_i1	1210	1029.14	234	229.309
TRINITY_DN3894_c0_g1_i1	1204	1023.14	997	982.743
TRINITY_DN3810_c0_g1_i1	3294	3113.14	428	138.652
TRINITY_DN3806_c0_g1_i1	741	560.14	30	54.0138
TRINITY_DN3835_c0_g1_i1	1587	1406.14	74	53.0741
TRINITY_DN3874_c0_g1_i1	1384	1203.14	86	72.0879
TRINITY_DN3826_c0_g1_i1	2655	2474.14	569	231.936
TRINITY_DN3803_c0_g1_i1	1340	1159.14	169	147.038
TRINITY_DN3893_c0_g1_i1	2319	2138.14	606	285.836
TRINITY_DN3813_c0_g1_i1	857	676.14	92	137.224
TRINITY_DN3852_c0_g1_i1	1704	1523.14	268	177.449
TRINITY_DN3897_c0_g1_i1	1738	1557.14	152	98.4455
TRINITY_DN3801_c0_g1_i1	1621	1440.14	70	49.02
TRINITY_DN3844_c0_g1_i1	1062	881.14	41	46.9266
TRINITY_DN3831_c0_g1_i1	525	344.14	31	90.8461
TRINITY_DN3876_c0_g1_i1	1249	1068.14	153	144.458
TRINITY_DN3888_c0_g1_i1	1000	819.14	85	104.65
TRINITY_DN3847_c0_g1_i1	1870	1689.14	193	115.232
TRINITY_DN3861_c0_g1_i1	920	739.14	80	109.155
TRINITY_DN3840_c0_g1_i1	1117	936.14	140	150.823
TRINITY_DN3850_c0_g1_i1	3145	2964.14	224	76.213
TRINITY_DN3890_c0_g1_i1	1196	1015.14	1217	1209.05
TRINITY_DN3869_c0_g1_i1	1040	859.14	57	66.91
TRINITY_DN3864_c0_g1_i1	1020	839.14	51	61.2937
TRINITY_DN3814_c0_g1_i1	1618	1437.14	1004	704.554
TRINITY_DN3836_c0_g1_i1	1553	1372.14	108	79.3789
TRINITY_DN3839_c0_g1_i1	1032	851.14	108	127.968
TRINITY_DN3843_c0_g1_i1	1375	1194.14	92	77.6985
TRINITY_DN3833_c0_g1_i1	993	812.14	68	84.4419
TRINITY_DN3878_c0_g1_i1	2133	1952.14	251	129.671
TRINITY_DN3848_c0_g1_i1	1817	1636.14	134	82.597
TRINITY_DN3865_c0_g1_i1	2745	2564.14	207	81.4157
TRINITY_DN3838_c0_g1_i1	2437	2256.14	564	252.112
TRINITY_DN3817_c0_g1_i1	1630	1449.14	297	206.693
TRINITY_DN3824_c0_g1_i1	2655	2474.14	372	151.635
TRINITY_DN3895_c0_g1_i1	907	726.14	92	127.775
TRINITY_DN3866_c0_g1_i1	2158	1977.14	145	73.9623
TRINITY_DN3858_c0_g1_i1	841	660.14	37	56.5256
TRINITY_DN3816_c0_g1_i1	1414	1233.14	172	140.668
TRINITY_DN3809_c0_g1_i1	1603	1422.14	985	698.512
TRINITY_DN3883_c0_g1_i1	1797	1616.14	171	106.708
TRINITY_DN3823_c0_g1_i1	1584	1403.14	99	71.1564
TRINITY_DN3884_c0_g1_i1	1239	1058.14	66	62.9043
TRINITY_DN3891_c0_g1_i1	1564	1383.14	92	67.0813
TRINITY_DN3854_c0_g1_i1	1738	1557.14	110	71.2434
TRINITY_DN3851_c0_g1_i1	1381	1200.14	57	47.8986
TRINITY_DN3882_c0_g1_i1	988	807.14	409	511.039
TRINITY_DN3846_c0_g1_i1	1809	1628.14	755	467.665
TRINITY_DN3877_c0_g1_i1	987	806.14	155	193.91
TRINITY_DN3880_c0_g1_i1	1589	1408.14	134	95.9707
TRINITY_DN3807_c0_g1_i1	2228	2047.14	294	144.837
TRINITY_DN3870_c0_g1_i1	1483	1302.14	107	82.8716
TRINITY_DN3819_c0_g1_i1	1172	991.14	123	125.155
TRINITY_DN3886_c0_g1_i1	782	601.14	58	97.3043
TRINITY_DN3830_c0_g1_i1	892	711.14	36	51.0537
TRINITY_DN3800_c0_g1_i1	1226	1045.14	365	352.207
TRINITY_DN3812_c0_g1_i1	1294	1113.14	950	860.704
TRINITY_DN3834_c0_g1_i1	1998	1817.14	128	71.0397
TRINITY_DN3825_c0_g1_i1	1598	1417.14	103	73.3001
TRINITY_DN3808_c0_g1_i1	1682	1501.14	438	294.261
TRINITY_DN3828_c0_g1_i1	1146	965.14	530	553.816
TRINITY_DN3815_c0_g1_i1	1743	1562.14	351	226.604
TRINITY_DN3804_c0_g1_i1	956	775.14	118	153.526
TRINITY_DN3832_c0_g1_i1	2331	2150.14	371	174.015
TRINITY_DN3822_c0_g1_i1	1215	1034.14	101	98.4967
TRINITY_DN3875_c0_g1_i1	609	428.14	23	54.1779
TRINITY_DN3899_c0_g1_i1	653	472.14	65	138.843
TRINITY_DN3805_c0_g1_i1	3945	3764.14	1713	458.956
TRINITY_DN3871_c0_g1_i1	1029	848.14	51	60.6432
TRINITY_DN3859_c0_g1_i1	805	624.14	79	127.651
TRINITY_DN3912_c0_g1_i1	819	638.14	80	126.431
TRINITY_DN3900_c0_g1_i1	3215	3034.14	627	208.407
TRINITY_DN3940_c0_g1_i1	1083	902.14	51	57.0133
TRINITY_DN3975_c0_g1_i1	927	746.14	365	493.347
TRINITY_DN3914_c0_g1_i1	2414	2233.14	139	62.7738
TRINITY_DN3978_c0_g1_i1	1133	952.14	53	56.1377
TRINITY_DN3965_c0_g1_i1	652	471.14	79	169.105
TRINITY_DN3996_c0_g1_i1	940	759.14	139	184.66
TRINITY_DN3935_c0_g1_i1	1984	1803.14	98	54.8121
TRINITY_DN3980_c0_g1_i1	1419	1238.14	95	77.3809
TRINITY_DN3957_c0_g1_i1	1123	942.14	76	81.3538
TRINITY_DN3969_c0_g1_i1	681	500.14	129	260.123
TRINITY_DN3984_c0_g1_i1	1025	844.14	89	106.33
TRINITY_DN3992_c0_g1_i1	1225	1044.14	274	264.65
TRINITY_DN3946_c0_g1_i1	1072	891.14	75	84.878
TRINITY_DN3934_c0_g1_i1	2062	1881.14	229	122.771
TRINITY_DN3901_c0_g1_i1	527	346.14	29	84.494
TRINITY_DN3923_c0_g1_i1	1596	1415.14	168	119.726
TRINITY_DN3939_c0_g1_i1	1026	845.14	615	733.882
TRINITY_DN3953_c0_g1_i1	1237	1056.14	122	116.498
TRINITY_DN3983_c0_g1_i1	963	782.14	47	60.6029
TRINITY_DN3959_c0_g1_i1	710	529.14	73	139.134
TRINITY_DN3958_c0_g1_i1	1700	1519.14	78	51.7817
TRINITY_DN3956_c0_g1_i1	2974	2793.14	257	92.7941
TRINITY_DN3960_c0_g1_i1	1275	1094.14	66	60.8346
TRINITY_DN3929_c0_g1_i1	736	555.14	32	58.1336
TRINITY_DN3950_c0_g1_i1	1133	952.14	53	56.1377
TRINITY_DN3948_c0_g1_i1	1475	1294.14	294	229.111
TRINITY_DN3982_c0_g1_i1	963	782.14	80	103.154
TRINITY_DN3925_c0_g1_i1	726	545.14	54	99.9
TRINITY_DN3994_c0_g1_i1	1225	1044.14	52	50.2255
TRINITY_DN3987_c0_g1_i1	1259	1078.14	165	154.344
TRINITY_DN3943_c0_g1_i1	825	644.14	34	53.2327
TRINITY_DN3913_c0_g1_i1	1158	977.14	310	319.952
TRINITY_DN3990_c0_g1_i1	715	534.14	120	226.572
TRINITY_DN3933_c0_g1_i1	1095	914.14	51	56.2649
TRINITY_DN3970_c0_g1_i1	1704	1523.14	99	65.5504
TRINITY_DN3964_c0_g1_i1	1611	1430.14	88	62.056
TRINITY_DN3974_c0_g1_i1	1567	1386.14	117	85.1253
TRINITY_DN3918_c0_g1_i1	1306	1125.14	50	44.817
TRINITY_DN3922_c0_g1_i1	1170	989.14	164	167.211
TRINITY_DN3932_c0_g1_i1	2211	2030.14	337	167.411
TRINITY_DN3942_c0_g1_i1	1191	1010.14	51	50.9177
TRINITY_DN3972_c0_g1_i1	852	671.14	126	189.338
TRINITY_DN3989_c0_g1_i1	871	690.14	48	70.1429
TRINITY_DN3928_c0_g1_i1	788	607.14	133	220.924
TRINITY_DN3968_c0_g1_i1	1119	938.14	552	593.405
TRINITY_DN3905_c0_g1_i1	1733	1552.14	438	284.592
TRINITY_DN3993_c0_g1_i1	1284	1103.14	100	91.4217
TRINITY_DN3937_c0_g1_i2	560	379.14	46	122.36
TRINITY_DN3951_c0_g1_i1	1898	1717.14	185	108.654
TRINITY_DN3954_c0_g1_i1	1186	1005.14	1987	1993.66
TRINITY_DN3910_c0_g1_i1	891	710.14	170	241.426
TRINITY_DN3952_c0_g1_i1	628	447.14	20	45.1093
TRINITY_DN3949_c0_g1_i1	2221	2040.14	583	288.196
TRINITY_DN3911_c0_g1_i1	532	351.14	34	97.6514
TRINITY_DN3945_c0_g1_i1	1957	1776.14	702	398.602
TRINITY_DN3917_c0_g1_i1	4659	4478.14	292	65.7605
TRINITY_DN3955_c0_g1_i1	3160	2979.14	946	320.243
TRINITY_DN3921_c0_g1_i1	1251	1070.14	62	58.4293
TRINITY_DN3941_c0_g1_i1	1662	1481.14	249	169.544
TRINITY_DN3903_c0_g1_i1	1189	1008.14	107	107.039
TRINITY_DN3915_c0_g1_i1	1934	1753.14	154	88.5898
TRINITY_DN3962_c0_g1_i1	706	525.14	59	113.307
TRINITY_DN3920_c0_g1_i1	1648	1467.14	97	66.6776
TRINITY_DN3961_c0_g1_i1	1014	833.14	272	329.254
TRINITY_DN3906_c0_g1_i1	1466	1285.14	85	66.7034
TRINITY_DN3938_c0_g1_i1	831	650.14	57	88.4194
TRINITY_DN3971_c0_g1_i1	1985	1804.14	147	82.1726
TRINITY_DN3947_c0_g1_i1	1354	1173.14	245	210.618
TRINITY_DN3976_c0_g1_i1	1184	1003.14	166	166.888
TRINITY_DN3931_c0_g1_i1	1611	1430.14	60	42.3109
TRINITY_DN3963_c0_g1_i1	1650	1469.14	111	76.1973
TRINITY_DN3907_c0_g1_i1	4286	4105.14	311	76.4033
TRINITY_DN3919_c0_g1_i1	835	654.14	23	35.4599
TRINITY_DN3944_c0_g1_i1	1153	972.14	317	328.859
TRINITY_DN3967_c0_g1_i1	2684	2503.14	888	357.773
TRINITY_DN3988_c0_g1_i1	1813	1632.14	370	228.625
TRINITY_DN3936_c0_g1_i1	949	768.14	92	120.789
TRINITY_DN3902_c0_g1_i1	827	646.14	40	62.4329
TRINITY_DN3997_c0_g1_i1	971	790.14	256	326.75
TRINITY_DN3930_c0_g1_i1	1369	1188.14	210	178.251
TRINITY_DN3908_c0_g1_i1	2575	2394.14	123	51.8126
TRINITY_DN3981_c0_g1_i1	1399	1218.14	110	91.07
TRINITY_DN3924_c0_g1_i1	960	779.14	297	384.433
TRINITY_DN3999_c0_g1_i1	755	574.14	46	80.8016
TRINITY_DN3998_c0_g1_i1	1106	925.14	51	55.5959
TRINITY_DN3909_c0_g1_i1	680	499.14	37	74.7583
TRINITY_DN3926_c0_g1_i1	591	410.14	21	51.6377
TRINITY_DN3916_c0_g1_i1	1055	874.14	61	70.3767
TRINITY_DN3986_c0_g1_i1	777	596.14	45	76.1279
TRINITY_DN3904_c0_g1_i1	1379	1198.14	231	194.439
TRINITY_DN3991_c0_g1_i1	2377	2196.14	256	117.56
TRINITY_DN3966_c0_g1_i1	852	671.14	21	31.5563
TRINITY_DN3985_c0_g1_i1	667	486.14	253	524.855
TRINITY_DN3973_c0_g1_i1	834	653.14	665	1026.82
TRINITY_DN3927_c0_g1_i1	653	472.14	29	61.9451
TRINITY_DN3995_c0_g1_i1	587	406.14	50	124.158
TRINITY_DN3977_c0_g1_i1	2762	2581.14	370	144.567
TRINITY_DN3979_c0_g1_i1	2909	2728.14	240	88.7206
TRINITY_DN4021_c0_g1_i1	1033	852.14	73	86.3956
TRINITY_DN4018_c0_g1_i1	2335	2154.14	400	187.269
TRINITY_DN4081_c0_g1_i1	1259	1078.14	112	104.767
TRINITY_DN4063_c0_g1_i1	1564	1383.14	175	127.6
TRINITY_DN4049_c0_g1_i1	936	755.14	63	84.1381
TRINITY_DN4068_c0_g1_i1	600	419.14	16	38.4982
TRINITY_DN4066_c0_g1_i1	783	602.14	38	63.6452
TRINITY_DN4046_c0_g1_i1	735	554.14	62	112.837
TRINITY_DN4006_c0_g1_i1	906	725.14	324	450.612
TRINITY_DN4096_c0_g1_i1	885	704.14	39	55.858
TRINITY_DN4074_c0_g1_i1	963	782.14	101	130.232
TRINITY_DN4003_c0_g1_i1	1252	1071.14	130	122.399
TRINITY_DN4080_c0_g1_i1	1148	967.14	55	57.3526
TRINITY_DN4078_c0_g1_i1	686	505.14	384	766.654
TRINITY_DN4097_c0_g1_i1	654	473.14	53	112.971
TRINITY_DN4020_c0_g1_i1	916	735.14	76	104.261
TRINITY_DN4045_c0_g1_i1	1254	1073.14	188	176.678
TRINITY_DN4075_c0_g1_i1	1107	926.14	67	72.9589
TRINITY_DN4001_c0_g1_i1	1512	1331.14	415	314.416
TRINITY_DN4033_c0_g1_i1	1461	1280.14	134	105.567
TRINITY_DN4059_c0_g1_i1	753	572.14	24	42.3047
TRINITY_DN4007_c0_g1_i1	1221	1040.14	68	65.9321
TRINITY_DN4061_c0_g1_i1	1795	1614.14	283	176.817
TRINITY_DN4072_c0_g1_i1	1304	1123.14	100	89.7937
TRINITY_DN4004_c0_g1_i1	860	679.14	54	80.1889
TRINITY_DN4069_c0_g1_i1	858	677.14	281	418.512
TRINITY_DN4098_c0_g1_i1	735	554.14	50	90.9977
TRINITY_DN4042_c0_g1_i1	2632	2451.14	583	239.872
TRINITY_DN4099_c0_g1_i1	1637	1456.14	454	314.436
TRINITY_DN4091_c0_g1_i1	2895	2714.14	242	89.9214
TRINITY_DN4043_c0_g1_i1	2217	2036.14	136	67.3614
TRINITY_DN4085_c0_g1_i1	1543	1362.14	620	459.039
TRINITY_DN4077_c0_g1_i1	958	777.14	156	202.444
TRINITY_DN4034_c0_g1_i1	1640	1459.14	91	62.8962
TRINITY_DN4076_c0_g1_i1	1352	1171.14	55	47.3624
TRINITY_DN4093_c0_g1_i1	1062	881.14	294	336.498
TRINITY_DN4050_c0_g1_i1	644	463.14	14	30.4857
TRINITY_DN4038_c0_g1_i1	579	398.14	130	329.297
TRINITY_DN4048_c0_g1_i1	683	502.14	33	66.2779
TRINITY_DN4039_c0_g1_i1	1160	979.14	633	651.987
TRINITY_DN4060_c0_g1_i1	2075	1894.14	394	209.78
TRINITY_DN4079_c0_g1_i1	1287	1106.14	75	68.3803
TRINITY_DN4086_c0_g1_i1	703	522.14	29	56.0133
TRINITY_DN4017_c0_g1_i1	670	489.14	54	111.337
TRINITY_DN4031_c0_g1_i1	1092	911.14	80	88.5492
TRINITY_DN4002_c0_g1_i1	1676	1495.14	630	424.951
TRINITY_DN4070_c0_g1_i1	830	649.14	130	201.969
TRINITY_DN4035_c0_g1_i1	805	624.14	32	51.7068
TRINITY_DN4015_c0_g1_i1	1635	1454.14	242	167.837
TRINITY_DN4047_c0_g1_i1	1190	1009.14	104	103.935
TRINITY_DN4058_c0_g1_i1	1366	1185.14	434	369.317
TRINITY_DN4057_c0_g1_i1	1039	858.14	158	185.686
TRINITY_DN4083_c0_g1_i1	544	363.14	47	130.528
TRINITY_DN4023_c0_g1_i1	914	733.14	48	66.0289
TRINITY_DN4037_c0_g1_i1	1563	1382.14	131	95.5871
TRINITY_DN4005_c0_g1_i1	1290	1109.14	169	153.667
TRINITY_DN4030_c0_g1_i1	1199	1018.14	85	84.196
TRINITY_DN4009_c0_g1_i1	1852	1671.14	1051	634.263
TRINITY_DN4073_c0_g1_i1	974	793.14	50	63.577
TRINITY_DN4082_c0_g1_i1	1051	870.14	61	70.7002
TRINITY_DN4010_c0_g1_i1	2071	1890.14	147	78.4338
TRINITY_DN4064_c0_g1_i1	1194	1013.14	216	215.013
TRINITY_DN4029_c0_g1_i1	1784	1603.14	142	89.3299
TRINITY_DN4040_c0_g1_i1	933	752.14	196	262.807
TRINITY_DN4044_c0_g1_i1	1203	1022.14	220	217.066
TRINITY_DN4025_c0_g1_i1	1731	1550.14	452	294.068
TRINITY_DN4052_c0_g1_i1	1552	1371.14	89	65.4618
TRINITY_DN4056_c0_g1_i1	901	720.14	68	95.2296
TRINITY_DN4019_c0_g1_i1	1700	1519.14	266	176.589
TRINITY_DN4071_c0_g1_i1	916	735.14	136	186.573
TRINITY_DN4000_c0_g1_i1	878	697.14	141	203.976
TRINITY_DN4024_c0_g1_i1	709	528.14	32	61.1056
TRINITY_DN4067_c0_g1_i1	602	421.14	21	50.289
TRINITY_DN4055_c0_g1_i1	1862	1681.14	1019	611.294
TRINITY_DN4008_c0_g1_i1	855	674.14	54	80.7837
TRINITY_DN4094_c0_g1_i1	1701	1520.14	172	114.11
TRINITY_DN4028_c0_g1_i1	1399	1218.14	46	38.0838
TRINITY_DN4053_c0_g1_i1	670	489.14	48	98.9664
TRINITY_DN4012_c0_g1_i1	2073	1892.14	221	117.793
TRINITY_DN4095_c0_g1_i1	1085	904.14	55	61.3489
TRINITY_DN4087_c0_g1_i1	672	491.14	33	67.7624
TRINITY_DN4054_c0_g1_i1	688	507.14	116	230.68
TRINITY_DN4016_c0_g1_i1	876	695.14	84	121.867
TRINITY_DN4051_c0_g1_i1	1210	1029.14	76	74.4764
TRINITY_DN4092_c0_g1_i1	971	790.14	328	418.649
TRINITY_DN4084_c0_g1_i1	948	767.14	268	352.322
TRINITY_DN4013_c0_g1_i1	634	453.14	25	55.64
TRINITY_DN4062_c0_g1_i1	719	538.14	25	46.8516
TRINITY_DN4036_c0_g1_i1	998	817.14	121	149.337
TRINITY_DN4090_c0_g1_i1	1408	1227.14	181	148.752
TRINITY_DN4014_c0_g1_i1	940	759.14	51	67.7529
TRINITY_DN4011_c0_g1_i1	1666	1485.14	101	68.5857
TRINITY_DN4088_c0_g1_i1	1063	882.14	84	96.0332
TRINITY_DN4027_c0_g1_i1	2019	1838.14	221	121.253
TRINITY_DN4026_c0_g1_i1	778	597.14	34	57.4226
TRINITY_DN4032_c0_g1_i1	1139	958.14	290	305.245
TRINITY_DN4041_c0_g1_i1	623	442.14	27	61.5863
TRINITY_DN4089_c0_g1_i1	1565	1384.14	823	599.652
TRINITY_DN4022_c0_g1_i1	1370	1189.14	58	49.1898
TRINITY_DN4065_c0_g1_i1	1335	1154.14	122	106.606
TRINITY_DN4168_c0_g1_i1	1256	1075.14	82	76.9181
TRINITY_DN4185_c0_g1_i1	721	540.14	190	354.754
TRINITY_DN4110_c0_g1_i1	1245	1064.14	72	68.236
TRINITY_DN4109_c0_g1_i1	699	518.14	35	68.1241
TRINITY_DN4166_c0_g1_i1	1025	844.14	172	205.491
TRINITY_DN4155_c0_g1_i1	770	589.14	40	68.4733
TRINITY_DN4181_c0_g1_i1	671	490.14	828	1703.69
TRINITY_DN4143_c0_g1_i1	957	776.14	50	64.9695
TRINITY_DN4171_c0_g1_i1	912	731.14	251	346.221
TRINITY_DN4165_c0_g1_i1	917	736.14	124	169.88
TRINITY_DN4106_c0_g1_i1	1029	848.14	272	323.431
TRINITY_DN4152_c0_g1_i1	1359	1178.14	97	83.0337
TRINITY_DN4156_c0_g1_i1	1029	848.14	76	90.3703
TRINITY_DN4134_c0_g1_i1	545	364.14	21	58.1609
TRINITY_DN4192_c0_g1_i1	598	417.14	15	36.2651
TRINITY_DN4127_c0_g1_i1	1563	1382.14	161	117.477
TRINITY_DN4198_c0_g1_i1	1478	1297.14	476	370.084
TRINITY_DN4190_c0_g1_i1	607	426.14	160	378.658
TRINITY_DN4170_c0_g1_i1	1716	1535.14	475	312.051
TRINITY_DN4193_c0_g1_i1	1317	1136.14	74	65.687
TRINITY_DN4164_c0_g1_i1	908	727.14	87	120.665
TRINITY_DN4131_c0_g1_i1	1107	926.14	84	91.4708
TRINITY_DN4113_c0_g1_i1	1265	1084.14	69	64.1865
TRINITY_DN4123_c0_g1_i1	552	371.14	50	135.866
TRINITY_DN4141_c0_g1_i1	1854	1673.14	92	55.4543
TRINITY_DN4180_c0_g1_i1	967	786.14	142	182.166
TRINITY_DN4177_c0_g1_i1	1223	1042.14	180	174.191
TRINITY_DN4151_c0_g1_i1	1627	1446.14	80	55.7904
TRINITY_DN4161_c0_g1_i1	731	550.14	24	43.9965
TRINITY_DN4179_c0_g1_i1	598	417.14	59	142.643
TRINITY_DN4112_c0_g1_i1	1053	872.14	331	382.756
TRINITY_DN4125_c0_g1_i1	720	539.14	75	140.294
TRINITY_DN4159_c0_g1_i1	1067	886.14	119	135.433
TRINITY_DN4163_c0_g1_i1	933	752.14	265	355.326
TRINITY_DN4144_c0_g1_i1	2015	1834.14	323	177.603
TRINITY_DN4148_c0_g1_i1	1210	1029.14	188	184.231
TRINITY_DN4136_c0_g1_i1	972	791.14	155	197.587
TRINITY_DN4135_c0_g1_i1	1195	1014.14	49	48.7279
TRINITY_DN4146_c0_g1_i1	946	765.14	36	47.4506
TRINITY_DN4174_c0_g1_i1	1272	1091.14	120	110.913
TRINITY_DN4147_c0_g1_i1	894	713.14	35	49.4963
TRINITY_DN4154_c0_g1_i1	1039	858.14	71	83.4411
TRINITY_DN4139_c0_g1_i1	1938	1757.14	321	184.238
TRINITY_DN4100_c0_g1_i1	820	639.14	193	304.538
TRINITY_DN4169_c0_g1_i1	1159	978.14	126	129.912
TRINITY_DN4132_c0_g1_i1	727	546.14	28	51.7052
TRINITY_DN4162_c0_g1_i1	878	697.14	106	153.344
TRINITY_DN4175_c0_g1_i1	666	485.14	103	214.116
TRINITY_DN4114_c0_g1_i1	1347	1166.14	65	56.2137
TRINITY_DN4196_c0_g1_i1	560	379.14	79	210.139
TRINITY_DN4172_c0_g1_i1	1091	910.14	72	79.7819
TRINITY_DN4129_c0_g1_i1	1331	1150.14	212	185.894
TRINITY_DN4173_c0_g1_i1	982	801.14	70	88.119
TRINITY_DN4184_c0_g1_i1	980	799.14	105	132.509
TRINITY_DN4115_c0_g1_i1	676	495.14	32	65.1781
TRINITY_DN4145_c0_g1_i1	678	497.14	26	52.7442
TRINITY_DN4160_c0_g1_i1	1052	871.14	32	37.046
TRINITY_DN4128_c0_g1_i1	1005	824.14	36	44.0536
TRINITY_DN4137_c0_g1_i1	1107	926.14	111	120.872
TRINITY_DN4121_c0_g1_i1	604	423.14	30	71.5018
TRINITY_DN4105_c0_g1_i1	1279	1098.14	212	194.696
TRINITY_DN4102_c0_g1_i1	668	487.14	40	82.8106
TRINITY_DN4122_c0_g1_i1	2281	2100.14	378	181.52
TRINITY_DN4138_c0_g1_i1	905	724.14	47	65.4569
TRINITY_DN4103_c0_g1_i1	681	500.14	28	56.4607
TRINITY_DN4189_c0_g1_i1	839	658.14	34	52.1003
TRINITY_DN4157_c0_g1_i1	780	599.14	35	58.9141
TRINITY_DN4195_c0_g1_i1	726	545.14	37	68.45
TRINITY_DN4133_c0_g1_i1	1248	1067.14	171	161.605
TRINITY_DN4194_c0_g1_i1	704	523.14	147	283.387
TRINITY_DN4158_c0_g1_i1	1047	866.14	411	478.557
TRINITY_DN4153_c0_g1_i1	605	424.14	27	64.1999
TRINITY_DN4142_c0_g1_i1	628	447.14	48	108.262
TRINITY_DN4178_c0_g1_i1	2076	1895.14	126	67.0516
TRINITY_DN4188_c0_g1_i1	631	450.14	38	85.1365
TRINITY_DN4111_c0_g1_i1	1183	1002.14	64	64.4068
TRINITY_DN4183_c0_g1_i1	2019	1838.14	154	84.4932
TRINITY_DN4130_c0_g1_i1	1073	892.14	675	763.046
TRINITY_DN4191_c0_g1_i1	1153	972.14	114	118.265
TRINITY_DN4107_c0_g1_i1	971	790.14	315	402.056
TRINITY_DN4167_c0_g1_i1	1934	1753.14	172	98.9445
TRINITY_DN4119_c0_g1_i1	1004	823.14	70	85.7638
TRINITY_DN4118_c0_g1_i1	941	760.14	173	229.526
TRINITY_DN4117_c0_g1_i1	1455	1274.14	138	109.23
TRINITY_DN4197_c0_g1_i1	1200	1019.14	262	259.267
TRINITY_DN4186_c0_g1_i1	674	493.14	40	81.8031
TRINITY_DN4182_c0_g1_i1	589	408.14	56	138.375
TRINITY_DN4176_c0_g1_i1	810	629.14	56	89.7678
TRINITY_DN4120_c0_g1_i1	802	621.14	35	56.8275
TRINITY_DN4124_c0_g1_i1	967	786.14	49	62.8602
TRINITY_DN4104_c0_g1_i1	1275	1094.14	225	207.391
TRINITY_DN4149_c0_g1_i1	799	618.14	42	68.5239
TRINITY_DN4140_c0_g1_i1	1064	883.14	216	246.663
TRINITY_DN4101_c0_g1_i1	590	409.14	21	51.7639
TRINITY_DN4187_c0_g1_i1	890	709.14	49	69.6857
TRINITY_DN4199_c0_g1_i1	1033	852.14	63	74.5606
TRINITY_DN4108_c0_g1_i1	666	485.14	59	122.649
TRINITY_DN4116_c0_g1_i1	1956	1775.14	148	84.0831
TRINITY_DN4126_c0_g1_i1	850	669.14	39	58.7797
TRINITY_DN4150_c0_g1_i1	688	507.14	20	39.7724
TRINITY_DN4262_c0_g1_i1	4937	4756.14	2330	494.062
TRINITY_DN4206_c0_g1_i1	618	437.14	26	59.9836
TRINITY_DN4277_c0_g1_i1	776	595.14	49	83.0342
TRINITY_DN4264_c0_g1_i1	2080	1899.14	168	89.2138
TRINITY_DN4284_c0_g1_i1	1684	1503.14	150	100.64
TRINITY_DN4217_c0_g1_i1	735	554.14	44	80.078
TRINITY_DN4294_c0_g1_i1	1537	1356.14	78	58.0056
TRINITY_DN4276_c0_g1_i1	1883	1702.14	105	62.212
TRINITY_DN4202_c0_g1_i1	1082	901.14	94	105.2
TRINITY_DN4242_c0_g1_i1	2826	2645.14	127	48.4211
TRINITY_DN4269_c0_g1_i1	860	679.14	124	184.137
TRINITY_DN4203_c0_g1_i1	595	414.14	20	48.7038
TRINITY_DN4289_c0_g1_i1	2600	2419.14	110	45.8576
TRINITY_DN4216_c0_g1_i1	674	493.14	15	30.6762
TRINITY_DN4250_c0_g1_i1	696	515.14	36	70.4786
TRINITY_DN4252_c0_g1_i1	810	629.14	42	67.3258
TRINITY_DN4297_c0_g1_i1	625	444.14	84	190.739
