transcript_id	gene_id	length	effective_length	expected_count	TPM	FPKM	IsoPct
TRINITY_DN4718_c0_g1_i1	TRINITY_DN4718_c0_g1_i1	953	775.39	124.00	205.57	137.03	100.00
TRINITY_DN4719_c0_g1_i1	TRINITY_DN4719_c0_g1_i1	1978	1800.39	114.00	81.39	54.26	100.00
TRINITY_DN471_c0_g1_i1	TRINITY_DN471_c0_g1_i1	1930	1752.39	78.00	57.22	38.14	100.00
TRINITY_DN4720_c0_g1_i1	TRINITY_DN4720_c0_g1_i1	791	613.39	24.00	50.29	33.53	100.00
TRINITY_DN4721_c0_g1_i1	TRINITY_DN4721_c0_g1_i1	857	679.39	46.00	87.03	58.02	100.00
TRINITY_DN4722_c0_g1_i1	TRINITY_DN4722_c0_g1_i1	735	557.39	48.00	110.70	73.79	100.00
TRINITY_DN4723_c0_g1_i1	TRINITY_DN4723_c0_g1_i1	667	489.39	20.00	52.53	35.02	100.00
TRINITY_DN4724_c0_g1_i1	TRINITY_DN4724_c0_g1_i1	1206	1028.39	20.00	25.00	16.66	100.00
TRINITY_DN4725_c0_g1_i1	TRINITY_DN4725_c0_g1_i1	1023	845.39	185.00	281.30	187.51	100.00
TRINITY_DN4726_c0_g1_i1	TRINITY_DN4726_c0_g1_i1	1038	860.39	71.00	106.07	70.71	100.00
TRINITY_DN4727_c0_g1_i1	TRINITY_DN4727_c0_g1_i1	3400	3222.39	291.00	116.08	77.38	100.00
TRINITY_DN4728_c0_g1_i1	TRINITY_DN4728_c0_g1_i1	1470	1292.39	555.00	552.01	367.97	100.00
TRINITY_DN4729_c0_g1_i1	TRINITY_DN4729_c0_g1_i1	812	634.39	17.00	34.45	22.96	100.00
TRINITY_DN472_c0_g1_i1	TRINITY_DN472_c0_g1_i1	3112	2934.39	320.00	140.18	93.44	100.00
TRINITY_DN4730_c0_g1_i1	TRINITY_DN4730_c0_g1_i1	892	714.39	28.00	50.38	33.58	100.00
TRINITY_DN4731_c0_g1_i1	TRINITY_DN4731_c0_g1_i1	571	393.39	43.00	140.51	93.66	100.00
TRINITY_DN4732_c0_g1_i1	TRINITY_DN4732_c0_g1_i1	2459	2281.39	81.00	45.64	30.42	100.00
TRINITY_DN4733_c0_g1_i1	TRINITY_DN4733_c0_g1_i1	2351	2173.39	223.00	131.89	87.92	100.00
TRINITY_DN4734_c0_g1_i1	TRINITY_DN4734_c0_g1_i1	2470	2292.39	227.00	127.29	84.85	100.00
TRINITY_DN4735_c0_g1_i1	TRINITY_DN4735_c0_g1_i1	1336	1158.39	59.00	65.47	43.64	100.00
TRINITY_DN4736_c0_g1_i1	TRINITY_DN4736_c0_g1_i1	2083	1905.39	93.00	62.74	41.82	100.00
TRINITY_DN4737_c0_g1_i1	TRINITY_DN4737_c0_g1_i1	2814	2636.39	298.00	145.30	96.85	100.00
TRINITY_DN4738_c0_g1_i1	TRINITY_DN4738_c0_g1_i1	891	713.39	52.00	93.70	62.46	100.00
TRINITY_DN4739_c0_g1_i1	TRINITY_DN4739_c0_g1_i1	1513	1335.39	86.00	82.78	55.18	100.00
TRINITY_DN473_c0_g1_i1	TRINITY_DN473_c0_g1_i1	4805	4627.39	389.00	108.06	72.03	100.00
TRINITY_DN4740_c0_g1_i1	TRINITY_DN4740_c0_g1_i1	715	537.39	29.00	69.37	46.24	100.00
TRINITY_DN4741_c0_g1_i1	TRINITY_DN4741_c0_g1_i1	1416	1238.39	365.00	378.87	252.55	100.00
TRINITY_DN4742_c0_g1_i1	TRINITY_DN4742_c0_g1_i1	1283	1105.39	31.00	36.05	24.03	100.00
TRINITY_DN4743_c0_g1_i1	TRINITY_DN4743_c0_g1_i1	738	560.39	172.00	394.54	263.00	100.00
TRINITY_DN4744_c0_g1_i1	TRINITY_DN4744_c0_g1_i1	648	470.39	34.00	92.91	61.93	100.00
TRINITY_DN4745_c0_g1_i1	TRINITY_DN4745_c0_g1_i1	1010	832.39	20.00	30.89	20.59	100.00
TRINITY_DN4746_c0_g1_i1	TRINITY_DN4746_c0_g1_i1	785	607.39	27.00	57.14	38.09	100.00
TRINITY_DN4747_c0_g1_i1	TRINITY_DN4747_c0_g1_i1	1042	864.39	177.00	263.22	175.46	100.00
TRINITY_DN4748_c0_g1_i1	TRINITY_DN4748_c0_g1_i1	889	711.39	22.00	39.75	26.50	100.00
TRINITY_DN4749_c0_g1_i1	TRINITY_DN4749_c0_g1_i1	1056	878.39	2464.00	3605.81	2403.61	100.00
TRINITY_DN474_c0_g1_i1	TRINITY_DN474_c0_g1_i1	1788	1610.39	355.00	283.37	188.89	100.00
TRINITY_DN4750_c0_g1_i1	TRINITY_DN4750_c0_g1_i1	702	524.39	39.00	95.60	63.73	100.00
TRINITY_DN4751_c0_g1_i1	TRINITY_DN4751_c0_g1_i1	1616	1438.39	297.00	265.42	176.93	100.00
TRINITY_DN4752_c0_g1_i1	TRINITY_DN4752_c0_g1_i1	975	797.39	99.00	159.59	106.38	100.00
TRINITY_DN4753_c0_g1_i1	TRINITY_DN4753_c0_g1_i1	1733	1555.39	275.00	227.27	151.50	100.00
TRINITY_DN4754_c0_g1_i1	TRINITY_DN4754_c0_g1_i1	1310	1132.39	60.00	68.11	45.40	100.00
TRINITY_DN4755_c0_g1_i1	TRINITY_DN4755_c0_g1_i1	1161	983.39	61.00	79.74	53.15	100.00
TRINITY_DN4756_c0_g1_i1	TRINITY_DN4756_c0_g1_i1	634	456.39	26.00	73.23	48.81	100.00
TRINITY_DN4757_c0_g1_i1	TRINITY_DN4757_c0_g1_i1	776	598.39	67.00	143.93	95.94	100.00
TRINITY_DN4758_c0_g1_i1	TRINITY_DN4758_c0_g1_i1	1319	1141.39	80.00	90.10	60.06	100.00
TRINITY_DN4759_c0_g1_i1	TRINITY_DN4759_c0_g1_i1	729	551.39	36.00	83.93	55.94	100.00
TRINITY_DN475_c0_g1_i1	TRINITY_DN475_c0_g1_i1	1294	1116.39	186.00	214.16	142.76	100.00
TRINITY_DN4760_c0_g1_i1	TRINITY_DN4760_c0_g1_i1	2382	2204.39	183.00	106.71	71.13	100.00
TRINITY_DN4761_c0_g1_i1	TRINITY_DN4761_c0_g1_i1	981	803.39	32.00	51.20	34.13	100.00
TRINITY_DN4762_c0_g1_i1	TRINITY_DN4762_c0_g1_i1	1383	1205.39	63.00	67.18	44.78	100.00
TRINITY_DN4763_c0_g1_i1	TRINITY_DN4763_c0_g1_i1	626	448.39	332.00	951.76	634.44	100.00
TRINITY_DN4764_c0_g1_i1	TRINITY_DN4764_c0_g1_i1	1523	1345.39	357.00	341.09	227.37	100.00
TRINITY_DN4765_c0_g1_i1	TRINITY_DN4765_c0_g1_i1	885	707.39	129.00	234.41	156.26	100.00
TRINITY_DN4766_c0_g1_i1	TRINITY_DN4766_c0_g1_i1	971	793.39	69.00	111.79	74.52	100.00
TRINITY_DN4767_c0_g1_i1	TRINITY_DN4767_c0_g1_i1	1576	1398.39	505.00	464.21	309.44	100.00
TRINITY_DN4768_c0_g1_i1	TRINITY_DN4768_c0_g1_i1	1161	983.39	112.00	146.40	97.59	100.00
TRINITY_DN4769_c0_g1_i1	TRINITY_DN4769_c0_g1_i1	715	537.39	32.00	76.54	51.02	100.00
TRINITY_DN476_c0_g1_i1	TRINITY_DN476_c0_g1_i1	1655	1477.39	214.00	186.20	124.12	100.00
TRINITY_DN4770_c0_g1_i1	TRINITY_DN4770_c0_g1_i1	762	584.39	56.00	123.18	82.11	100.00
TRINITY_DN4771_c0_g1_i1	TRINITY_DN4771_c0_g1_i1	1772	1594.39	91.00	73.37	48.91	100.00
TRINITY_DN4772_c0_g1_i1	TRINITY_DN4772_c0_g1_i1	860	682.39	34.00	64.05	42.69	100.00
TRINITY_DN4773_c0_g1_i1	TRINITY_DN4773_c0_g1_i1	889	711.39	36.00	65.05	43.36	100.00
TRINITY_DN4774_c0_g1_i1	TRINITY_DN4774_c0_g1_i1	1601	1423.39	66.00	59.60	39.73	100.00
TRINITY_DN4775_c0_g1_i1	TRINITY_DN4775_c0_g1_i1	1372	1194.39	138.00	148.52	99.00	100.00
TRINITY_DN4776_c0_g1_i1	TRINITY_DN4776_c0_g1_i1	1841	1663.39	254.00	196.29	130.84	100.00
TRINITY_DN4777_c0_g1_i1	TRINITY_DN4777_c0_g1_i1	1554	1376.39	81.00	75.65	50.43	100.00
TRINITY_DN4778_c0_g1_i1	TRINITY_DN4778_c0_g1_i1	923	745.39	37.00	63.81	42.53	100.00
TRINITY_DN4779_c0_g1_i1	TRINITY_DN4779_c0_g1_i1	722	544.39	21.00	49.59	33.05	100.00
TRINITY_DN477_c0_g1_i1	TRINITY_DN477_c0_g1_i1	4456	4278.39	212.00	63.70	42.46	100.00
TRINITY_DN4780_c0_g1_i1	TRINITY_DN4780_c0_g1_i1	1770	1592.39	68.00	54.89	36.59	100.00
TRINITY_DN4781_c0_g1_i1	TRINITY_DN4781_c0_g1_i1	748	570.39	19.00	42.82	28.54	100.00
TRINITY_DN4782_c0_g1_i1	TRINITY_DN4782_c0_g1_i1	1220	1042.39	241.00	297.19	198.11	100.00
TRINITY_DN4783_c0_g1_i1	TRINITY_DN4783_c0_g1_i1	680	502.39	44.00	112.58	75.04	100.00
TRINITY_DN4784_c0_g1_i1	TRINITY_DN4784_c0_g1_i1	1928	1750.39	487.00	357.64	238.40	100.00
TRINITY_DN4785_c0_g1_i1	TRINITY_DN4785_c0_g1_i1	1812	1634.39	180.00	141.57	94.37	100.00
TRINITY_DN4786_c0_g1_i1	TRINITY_DN4786_c0_g1_i1	1310	1132.39	153.00	173.68	115.77	100.00
TRINITY_DN4787_c0_g1_i1	TRINITY_DN4787_c0_g1_i1	1220	1042.39	49.00	60.42	40.28	100.00
TRINITY_DN4788_c0_g1_i1	TRINITY_DN4788_c0_g1_i1	820	642.39	75.00	150.08	100.04	100.00
TRINITY_DN4789_c0_g1_i1	TRINITY_DN4789_c0_g1_i1	721	543.39	16.00	37.85	25.23	100.00
TRINITY_DN478_c0_g1_i1	TRINITY_DN478_c0_g1_i1	1696	1518.39	147.00	124.45	82.96	100.00
TRINITY_DN4790_c0_g1_i1	TRINITY_DN4790_c0_g1_i1	1847	1669.39	70.00	53.90	35.93	100.00
TRINITY_DN4791_c0_g1_i1	TRINITY_DN4791_c0_g1_i1	930	752.39	72.00	123.01	82.00	100.00
TRINITY_DN4792_c0_g1_i1	TRINITY_DN4792_c0_g1_i1	1243	1065.39	222.00	267.85	178.55	100.00
TRINITY_DN4793_c0_g1_i1	TRINITY_DN4793_c0_g1_i1	1121	943.39	259.00	352.90	235.24	100.00
TRINITY_DN4794_c0_g1_i1	TRINITY_DN4794_c0_g1_i1	1031	853.39	35.00	52.72	35.14	100.00
TRINITY_DN4795_c0_g1_i1	TRINITY_DN4795_c0_g1_i1	1651	1473.39	92.00	80.26	53.50	100.00
TRINITY_DN4796_c0_g1_i1	TRINITY_DN4796_c0_g1_i1	502	324.39	28.00	110.95	73.96	100.00
TRINITY_DN4797_c0_g1_i1	TRINITY_DN4797_c0_g1_i1	1003	825.39	33.00	51.39	34.26	100.00
TRINITY_DN4798_c0_g1_i1	TRINITY_DN4798_c0_g1_i1	1865	1687.39	562.00	428.13	285.39	100.00
TRINITY_DN4799_c0_g1_i1	TRINITY_DN4799_c0_g1_i1	1805	1627.39	158.00	124.80	83.19	100.00
TRINITY_DN479_c0_g1_i1	TRINITY_DN479_c0_g1_i1	875	697.39	39.00	71.88	47.92	100.00
TRINITY_DN47_c0_g1_i1	TRINITY_DN47_c0_g1_i1	1224	1046.39	261.00	320.62	213.73	100.00
TRINITY_DN4800_c0_g1_i1	TRINITY_DN4800_c0_g1_i1	944	766.39	143.00	239.85	159.88	100.00
TRINITY_DN4801_c0_g1_i1	TRINITY_DN4801_c0_g1_i1	1517	1339.39	77.00	73.90	49.26	100.00
TRINITY_DN4802_c0_g1_i1	TRINITY_DN4802_c0_g1_i1	893	715.39	38.00	68.28	45.51	100.00
TRINITY_DN4803_c0_g1_i1	TRINITY_DN4803_c0_g1_i1	1050	872.39	183.00	269.64	179.74	100.00
TRINITY_DN4804_c0_g1_i1	TRINITY_DN4804_c0_g1_i1	851	673.39	77.00	146.98	97.98	100.00
TRINITY_DN4805_c0_g1_i1	TRINITY_DN4805_c0_g1_i1	1050	872.39	32.00	47.15	31.43	100.00
TRINITY_DN4806_c0_g1_i1	TRINITY_DN4806_c0_g1_i1	1461	1283.39	60.00	60.10	40.06	100.00
TRINITY_DN4807_c0_g1_i1	TRINITY_DN4807_c0_g1_i1	574	396.39	34.00	110.26	73.50	100.00
TRINITY_DN4808_c0_g1_i1	TRINITY_DN4808_c0_g1_i1	1149	971.39	222.00	293.77	195.83	100.00
TRINITY_DN4809_c0_g1_i1	TRINITY_DN4809_c0_g1_i1	689	511.39	20.00	50.27	33.51	100.00
TRINITY_DN480_c0_g1_i1	TRINITY_DN480_c0_g1_i1	1604	1426.39	122.00	109.94	73.29	100.00
TRINITY_DN4810_c0_g1_i1	TRINITY_DN4810_c0_g1_i1	1564	1386.39	117.00	108.48	72.31	100.00
TRINITY_DN4811_c0_g1_i1	TRINITY_DN4811_c0_g1_i1	918	740.39	36.00	62.50	41.66	100.00
TRINITY_DN4812_c0_g1_i1	TRINITY_DN4812_c0_g1_i1	656	478.39	37.00	99.42	66.27	100.00
TRINITY_DN4813_c0_g1_i1	TRINITY_DN4813_c0_g1_i1	666	488.39	57.00	150.02	100.00	100.00
TRINITY_DN4814_c0_g1_i1	TRINITY_DN4814_c0_g1_i1	921	743.39	150.00	259.37	172.90	100.00
TRINITY_DN4815_c0_g1_i1	TRINITY_DN4815_c0_g1_i1	561	383.39	20.00	67.06	44.70	100.00
TRINITY_DN4816_c0_g1_i1	TRINITY_DN4816_c0_g1_i1	993	815.39	34.00	53.60	35.73	100.00
TRINITY_DN4817_c0_g1_i1	TRINITY_DN4817_c0_g1_i1	798	620.39	122.00	252.78	168.50	100.00
TRINITY_DN4818_c0_g1_i1	TRINITY_DN4818_c0_g1_i1	2647	2469.39	219.00	114.00	75.99	100.00
TRINITY_DN4819_c0_g1_i1	TRINITY_DN4819_c0_g1_i1	821	643.39	48.00	95.90	63.93	100.00
TRINITY_DN481_c0_g1_i1	TRINITY_DN481_c0_g1_i1	5333	5155.39	1275.00	317.91	211.91	100.00
TRINITY_DN4820_c0_g1_i1	TRINITY_DN4820_c0_g1_i1	773	595.39	15.00	32.38	21.59	100.00
TRINITY_DN4821_c0_g1_i1	TRINITY_DN4821_c0_g1_i1	1394	1216.39	311.00	328.65	219.08	100.00
TRINITY_DN4822_c0_g1_i1	TRINITY_DN4822_c0_g1_i1	721	543.39	37.00	87.53	58.34	100.00
TRINITY_DN4823_c0_g1_i1	TRINITY_DN4823_c0_g1_i1	510	332.39	20.00	77.34	51.56	100.00
TRINITY_DN4824_c0_g1_i1	TRINITY_DN4824_c0_g1_i1	533	355.39	27.00	97.66	65.10	100.00
TRINITY_DN4825_c0_g1_i1	TRINITY_DN4825_c0_g1_i1	784	606.39	33.00	69.95	46.63	100.00
TRINITY_DN4826_c0_g1_i1	TRINITY_DN4826_c0_g1_i1	982	804.39	47.00	75.11	50.07	100.00
TRINITY_DN4827_c0_g1_i1	TRINITY_DN4827_c0_g1_i1	531	353.39	13.00	47.29	31.52	100.00
TRINITY_DN4828_c0_g1_i1	TRINITY_DN4828_c0_g1_i1	1624	1446.39	120.00	106.65	71.09	100.00
TRINITY_DN4829_c0_g1_i1	TRINITY_DN4829_c0_g1_i1	2208	2030.39	343.00	217.15	144.75	100.00
TRINITY_DN482_c0_g1_i1	TRINITY_DN482_c0_g1_i1	1031	853.39	126.00	189.79	126.51	100.00
TRINITY_DN4830_c0_g1_i1	TRINITY_DN4830_c0_g1_i1	936	758.39	41.00	69.49	46.32	100.00
TRINITY_DN4831_c0_g1_i1	TRINITY_DN4831_c0_g1_i1	1451	1273.39	1106.00	1116.46	744.23	100.00
TRINITY_DN4832_c0_g1_i1	TRINITY_DN4832_c0_g1_i1	898	720.39	24.00	42.82	28.55	100.00
TRINITY_DN4833_c0_g1_i1	TRINITY_DN4833_c0_g1_i1	659	481.39	24.00	64.09	42.72	100.00
TRINITY_DN4834_c0_g1_i1	TRINITY_DN4834_c0_g1_i1	1220	1042.39	53.00	65.36	43.57	100.00
TRINITY_DN4835_c0_g1_i1	TRINITY_DN4835_c0_g1_i1	1730	1552.39	81.00	67.07	44.71	100.00
TRINITY_DN4836_c0_g1_i1	TRINITY_DN4836_c0_g1_i1	1017	839.39	96.00	147.01	98.00	100.00
TRINITY_DN4837_c0_g1_i1	TRINITY_DN4837_c0_g1_i1	1029	851.39	58.00	87.57	58.37	100.00
TRINITY_DN4838_c0_g1_i1	TRINITY_DN4838_c0_g1_i1	743	565.39	42.00	95.49	63.65	100.00
TRINITY_DN4839_c0_g1_i1	TRINITY_DN4839_c0_g1_i1	1074	896.39	85.00	121.89	81.25	100.00
TRINITY_DN483_c0_g1_i1	TRINITY_DN483_c0_g1_i1	1227	1049.39	53.00	64.92	43.28	100.00
TRINITY_DN4840_c0_g1_i1	TRINITY_DN4840_c0_g1_i1	619	441.39	18.00	52.42	34.94	100.00
TRINITY_DN4841_c0_g1_i1	TRINITY_DN4841_c0_g1_i1	971	793.39	178.00	288.39	192.24	100.00
TRINITY_DN4842_c0_g1_i1	TRINITY_DN4842_c0_g1_i1	990	812.39	93.00	147.15	98.09	100.00
TRINITY_DN4843_c0_g1_i1	TRINITY_DN4843_c0_g1_i1	774	596.39	31.00	66.82	44.54	100.00
TRINITY_DN4844_c0_g1_i1	TRINITY_DN4844_c0_g1_i1	2756	2578.39	301.00	150.06	100.03	100.00
TRINITY_DN4845_c0_g1_i1	TRINITY_DN4845_c0_g1_i1	1045	867.39	77.00	114.11	76.07	100.00
TRINITY_DN4846_c0_g1_i1	TRINITY_DN4846_c0_g1_i1	640	462.39	31.00	86.18	57.45	100.00
TRINITY_DN4847_c0_g1_i1	TRINITY_DN4847_c0_g1_i1	842	664.39	43.00	83.19	55.46	100.00
TRINITY_DN4848_c0_g1_i1	TRINITY_DN4848_c0_g1_i1	1142	964.39	51.00	67.98	45.31	100.00
TRINITY_DN4849_c0_g1_i1	TRINITY_DN4849_c0_g1_i1	1631	1453.39	119.00	105.25	70.16	100.00
TRINITY_DN484_c0_g1_i1	TRINITY_DN484_c0_g1_i1	1998	1820.39	190.00	134.16	89.43	100.00
TRINITY_DN4850_c0_g1_i1	TRINITY_DN4850_c0_g1_i1	644	466.39	18.00	49.61	33.07	100.00
TRINITY_DN4851_c0_g1_i1	TRINITY_DN4851_c0_g1_i1	741	563.39	67.00	152.87	101.90	100.00
TRINITY_DN4852_c0_g1_i1	TRINITY_DN4852_c0_g1_i1	943	765.39	44.00	73.90	49.26	100.00
TRINITY_DN4853_c0_g1_i1	TRINITY_DN4853_c0_g1_i1	798	620.39	21.00	43.51	29.00	100.00
TRINITY_DN4854_c0_g1_i1	TRINITY_DN4854_c0_g1_i1	666	488.39	26.00	68.43	45.62	100.00
TRINITY_DN4855_c0_g1_i1	TRINITY_DN4855_c0_g1_i1	1608	1430.39	77.00	69.20	46.13	100.00
TRINITY_DN4856_c0_g1_i1	TRINITY_DN4856_c0_g1_i1	603	425.39	15.00	45.33	30.21	100.00
TRINITY_DN4857_c0_g1_i1	TRINITY_DN4857_c0_g1_i1	2941	2763.39	239.00	111.17	74.11	100.00
TRINITY_DN4858_c0_g1_i1	TRINITY_DN4858_c0_g1_i1	824	646.39	35.00	69.60	46.40	100.00
TRINITY_DN4859_c0_g1_i1	TRINITY_DN4859_c0_g1_i1	1546	1368.39	540.00	507.26	338.14	100.00
TRINITY_DN485_c0_g1_i1	TRINITY_DN485_c0_g1_i1	1106	928.39	72.00	99.69	66.45	100.00
TRINITY_DN4860_c0_g1_i1	TRINITY_DN4860_c0_g1_i1	1405	1227.39	66.00	69.12	46.08	100.00
TRINITY_DN4861_c0_g1_i1	TRINITY_DN4861_c0_g1_i1	989	811.39	49.00	77.63	51.75	100.00
TRINITY_DN4862_c0_g1_i1	TRINITY_DN4862_c0_g1_i1	548	370.39	24.00	83.29	55.52	100.00
TRINITY_DN4863_c0_g1_i1	TRINITY_DN4863_c0_g1_i1	1218	1040.39	63.00	77.84	51.89	100.00
TRINITY_DN4864_c0_g1_i1	TRINITY_DN4864_c0_g1_i1	532	354.39	23.00	83.42	55.61	100.00
TRINITY_DN4865_c0_g1_i1	TRINITY_DN4865_c0_g1_i1	519	341.39	20.00	75.31	50.20	100.00
TRINITY_DN4866_c0_g1_i1	TRINITY_DN4866_c0_g1_i1	800	622.39	46.00	95.00	63.33	100.00
TRINITY_DN4867_c0_g1_i1	TRINITY_DN4867_c0_g1_i1	1789	1611.39	80.00	63.82	42.54	100.00
TRINITY_DN4868_c0_g1_i1	TRINITY_DN4868_c0_g1_i1	1098	920.39	105.00	146.64	97.75	100.00
TRINITY_DN4869_c0_g1_i1	TRINITY_DN4869_c0_g1_i1	1113	935.39	46.00	63.21	42.14	100.00
TRINITY_DN486_c0_g1_i1	TRINITY_DN486_c0_g1_i1	3119	2941.39	288.00	125.86	83.90	100.00
TRINITY_DN4870_c0_g1_i1	TRINITY_DN4870_c0_g1_i1	1497	1319.39	148.00	144.19	96.12	100.00
TRINITY_DN4871_c0_g1_i1	TRINITY_DN4871_c0_g1_i1	613	435.39	32.00	94.48	62.98	100.00
TRINITY_DN4872_c0_g1_i1	TRINITY_DN4872_c0_g1_i1	1184	1006.39	43.00	54.92	36.61	100.00
TRINITY_DN4873_c0_g1_i1	TRINITY_DN4873_c0_g1_i1	660	482.39	20.00	53.29	35.53	100.00
TRINITY_DN4874_c0_g1_i1	TRINITY_DN4874_c0_g1_i1	887	709.39	53.00	96.04	64.02	100.00
TRINITY_DN4875_c0_g1_i1	TRINITY_DN4875_c0_g1_i1	627	449.39	21.00	60.07	40.04	100.00
TRINITY_DN4876_c0_g1_i1	TRINITY_DN4876_c0_g1_i1	608	430.39	19.00	56.75	37.83	100.00
TRINITY_DN4877_c0_g1_i1	TRINITY_DN4877_c0_g1_i1	748	570.39	847.00	1908.80	1272.39	100.00
TRINITY_DN4878_c0_g1_i1	TRINITY_DN4878_c0_g1_i1	631	453.39	38.00	107.74	71.82	100.00
TRINITY_DN4879_c0_g1_i1	TRINITY_DN4879_c0_g1_i1	789	611.39	32.00	67.28	44.85	100.00
TRINITY_DN487_c0_g1_i1	TRINITY_DN487_c0_g1_i1	4400	4222.39	201.00	61.19	40.79	100.00
TRINITY_DN4880_c0_g1_i1	TRINITY_DN4880_c0_g1_i1	1566	1388.39	168.00	155.54	103.68	100.00
TRINITY_DN4881_c0_g1_i1	TRINITY_DN4881_c0_g1_i1	667	489.39	34.00	89.30	59.53	100.00
TRINITY_DN4882_c0_g1_i1	TRINITY_DN4882_c0_g1_i1	1415	1237.39	71.00	73.76	49.17	100.00
TRINITY_DN4883_c0_g1_i1	TRINITY_DN4883_c0_g1_i1	1064	886.39	75.00	108.76	72.50	100.00
TRINITY_DN4884_c0_g1_i1	TRINITY_DN4884_c0_g1_i1	787	609.39	18.00	37.97	25.31	100.00
TRINITY_DN4885_c0_g1_i1	TRINITY_DN4885_c0_g1_i1	796	618.39	108.00	224.50	149.65	100.00
TRINITY_DN4886_c0_g1_i1	TRINITY_DN4886_c0_g1_i1	523	345.39	13.00	48.38	32.25	100.00
TRINITY_DN4887_c0_g1_i1	TRINITY_DN4887_c0_g1_i1	1007	829.39	85.00	131.74	87.82	100.00
TRINITY_DN4888_c0_g1_i1	TRINITY_DN4888_c0_g1_i1	731	553.39	24.00	55.75	37.16	100.00
TRINITY_DN4889_c0_g1_i1	TRINITY_DN4889_c0_g1_i1	1710	1532.39	83.00	69.62	46.41	100.00
TRINITY_DN488_c0_g1_i1	TRINITY_DN488_c0_g1_i1	2320	2142.39	359.00	215.40	143.58	100.00
TRINITY_DN4890_c0_g1_i1	TRINITY_DN4890_c0_g1_i1	1721	1543.39	167.00	139.09	92.72	100.00
TRINITY_DN4891_c0_g1_i1	TRINITY_DN4891_c0_g1_i1	2007	1829.39	307.00	215.72	143.80	100.00
TRINITY_DN4892_c0_g1_i1	TRINITY_DN4892_c0_g1_i1	1006	828.39	195.00	302.59	201.70	100.00
TRINITY_DN4893_c0_g1_i1	TRINITY_DN4893_c0_g1_i1	657	479.39	39.00	104.57	69.71	100.00
TRINITY_DN4894_c0_g1_i1	TRINITY_DN4894_c0_g1_i1	1949	1771.39	213.00	154.57	103.03	100.00
TRINITY_DN4895_c0_g1_i1	TRINITY_DN4895_c0_g1_i1	1166	988.39	39.00	50.72	33.81	100.00
TRINITY_DN4896_c0_g1_i1	TRINITY_DN4896_c0_g1_i1	1108	930.39	87.00	120.20	80.12	100.00
TRINITY_DN4897_c0_g1_i1	TRINITY_DN4897_c0_g1_i1	715	537.39	18.00	43.06	28.70	100.00
TRINITY_DN4898_c0_g1_i1	TRINITY_DN4898_c0_g1_i1	722	544.39	41.00	96.81	64.53	100.00
TRINITY_DN4899_c0_g1_i1	TRINITY_DN4899_c0_g1_i1	1350	1172.39	102.00	111.83	74.55	100.00
TRINITY_DN489_c0_g1_i1	TRINITY_DN489_c0_g1_i1	3164	2986.39	282.00	121.38	80.91	100.00
TRINITY_DN48_c0_g1_i1	TRINITY_DN48_c0_g1_i1	4844	4666.39	513.00	141.31	94.20	100.00
TRINITY_DN4900_c0_g1_i1	TRINITY_DN4900_c0_g1_i1	1127	949.39	99.00	134.04	89.35	100.00
TRINITY_DN4901_c0_g1_i1	TRINITY_DN4901_c0_g1_i1	629	451.39	53.00	150.93	100.61	100.00
TRINITY_DN4902_c0_g1_i1	TRINITY_DN4902_c0_g1_i1	1503	1325.39	291.00	282.23	188.13	100.00
TRINITY_DN4903_c0_g1_i1	TRINITY_DN4903_c0_g1_i1	889	711.39	53.00	95.77	63.84	100.00
TRINITY_DN4904_c0_g1_i1	TRINITY_DN4904_c0_g1_i1	2330	2152.39	176.00	105.11	70.07	100.00
TRINITY_DN4905_c0_g1_i1	TRINITY_DN4905_c0_g1_i1	749	571.39	29.00	65.24	43.49	100.00
TRINITY_DN4906_c0_g1_i1	TRINITY_DN4906_c0_g1_i1	909	731.39	47.00	82.60	55.06	100.00
TRINITY_DN4907_c0_g1_i1	TRINITY_DN4907_c0_g1_i1	857	679.39	54.00	102.17	68.11	100.00
TRINITY_DN4908_c0_g1_i1	TRINITY_DN4908_c0_g1_i1	965	787.39	31.00	50.61	33.74	100.00
TRINITY_DN4909_c0_g1_i1	TRINITY_DN4909_c0_g1_i1	935	757.39	52.00	88.25	58.83	100.00
TRINITY_DN490_c0_g1_i1	TRINITY_DN490_c0_g1_i1	2337	2159.39	258.00	153.58	102.38	100.00
TRINITY_DN4910_c0_g1_i1	TRINITY_DN4910_c0_g1_i1	1905	1727.39	64.00	47.63	31.75	100.00
TRINITY_DN4911_c0_g1_i1	TRINITY_DN4911_c0_g1_i1	2387	2209.39	547.00	318.25	212.14	100.00
TRINITY_DN4912_c0_g1_i1	TRINITY_DN4912_c0_g1_i1	797	619.39	89.00	184.70	123.12	100.00
TRINITY_DN4913_c0_g1_i1	TRINITY_DN4913_c0_g1_i1	1390	1212.39	66.00	69.98	46.65	100.00
TRINITY_DN4914_c0_g1_i1	TRINITY_DN4914_c0_g1_i1	970	792.39	115.00	186.56	124.36	100.00
TRINITY_DN4915_c0_g1_i1	TRINITY_DN4915_c0_g1_i1	536	358.39	18.00	64.56	43.04	100.00
TRINITY_DN4916_c0_g1_i1	TRINITY_DN4916_c0_g1_i1	716	538.39	17.00	40.59	27.06	100.00
TRINITY_DN4917_c0_g1_i1	TRINITY_DN4917_c0_g1_i1	695	517.39	26.00	64.60	43.06	100.00
