contig_name,length,prop_gc,orf_length,in_bridges,p_good,p_bases_covered,p_seq_true,score,p_not_segmented,eff_length,eff_count,tpm,coverage,sCnuc,sCcov,sCord,sCseg
TRINITY_DN4284_c0_g1_i1,1684,0.4038,535,0,0.851351,1.0,0.962148,0.775308,0.946506,1684,148.0,103.091,13.18,0.962148,1.0,0.851351,0.946506
TRINITY_DN4217_c0_g1_i1,735,0.393197,244,0,0.809524,1.0,0.973308,0.668775,0.84879,735,42.0,67.0293,8.57,0.973308,1.0,0.809524,0.84879
TRINITY_DN4294_c0_g1_i1,1537,0.398178,512,0,0.934211,1.0,0.981924,0.864308,0.942206,1537,76.0,58.002,7.42,0.981924,1.0,0.934211,0.942206
TRINITY_DN4276_c0_g1_i1,1883,0.374403,627,0,0.809524,1.0,0.960091,0.476347,0.612888,1883,105.0,65.4097,8.36,0.960091,1.0,0.809524,0.612888
TRINITY_DN4202_c0_g1_i1,1082,0.336414,352,0,0.891304,1.0,0.953633,0.801461,0.94292,1082,93.0,100.823,12.89,0.953633,1.0,0.891304,0.94292
TRINITY_DN4242_c0_g1_i1,2826,0.382873,912,0,0.865079,1.0,0.975076,0.806063,0.955596,2826,126.0,52.3,6.69,0.975076,1.0,0.865079,0.955596
TRINITY_DN4269_c0_g1_i1,860,0.440698,263,0,0.709677,1.0,0.981941,0.547531,0.78571,860,124.0,169.132,21.63,0.981941,1.0,0.709677,0.78571
TRINITY_DN4203_c0_g1_i1,595,0.408403,198,0,0.9,1.0,0.953383,0.79349,0.924765,595,20.0,39.429,5.04,0.953383,1.0,0.9,0.924765
TRINITY_DN4289_c0_g1_i1,2600,0.395385,866,0,0.736364,1.0,0.97801,0.71562,0.993681,2600,110.0,49.6275,6.35,0.97801,1.0,0.736364,0.993681
TRINITY_DN4216_c0_g1_i1,674,0.403561,224,0,0.866667,1.0,0.953061,0.7991,0.967449,674,15.0,26.1056,3.34,0.953061,1.0,0.866667,0.967449
TRINITY_DN4250_c0_g1_i1,696,0.395115,231,0,0.833333,1.0,0.95974,0.579107,0.72408,696,36.0,60.6731,7.76,0.95974,1.0,0.833333,0.72408
TRINITY_DN4252_c0_g1_i1,810,0.398765,269,0,0.902439,1.0,0.982051,0.721232,0.81381,810,41.0,59.3748,7.59,0.982051,1.0,0.902439,0.81381
TRINITY_DN4297_c0_g1_i1,625,0.3632,176,0,0.902439,1.0,0.965934,0.566045,0.64936,625,82.0,153.899,19.68,0.965934,1.0,0.902439,0.64936
TRINITY_DN4201_c0_g1_i1,934,0.422912,300,0,0.847134,1.0,0.976256,0.693169,0.838153,934,157.0,197.177,25.21,0.976256,1.0,0.847134,0.838153
TRINITY_DN4288_c0_g1_i1,756,0.375661,229,0,0.789474,1.0,0.97451,0.689389,0.896067,756,57.0,88.4415,11.31,0.97451,1.0,0.789474,0.896067
TRINITY_DN4226_c0_g1_i1,2265,0.384547,744,0,0.833333,0.995585,0.971665,0.776016,0.962625,2265,132.0,68.361,8.74,0.971665,0.995585,0.833333,0.962625
TRINITY_DN4214_c0_g1_i1,1153,0.344319,360,0,0.814346,1.0,0.976931,0.648798,0.815524,1153,238.0,242.131,30.96,0.976931,1.0,0.814346,0.815524
TRINITY_DN4266_c0_g1_i1,639,0.410016,212,0,0.714286,1.0,0.949405,0.628371,0.926601,639,28.0,51.3997,6.57,0.949405,1.0,0.714286,0.926601
TRINITY_DN4245_c0_g1_i1,2670,0.392135,865,0,0.822404,1.0,0.970658,0.76181,0.954322,2670,366.0,160.795,20.56,0.970658,1.0,0.822404,0.954322
TRINITY_DN4213_c0_g1_i1,653,0.399694,203,0,0.96,1.0,0.953936,0.839366,0.91656,653,25.0,44.9086,5.74,0.953936,1.0,0.96,0.91656
TRINITY_DN4237_c0_g1_i1,991,0.372351,329,0,0.913043,1.0,0.983442,0.606378,0.67531,991,46.0,54.4487,6.96,0.983442,1.0,0.913043,0.67531
TRINITY_DN4230_c0_g1_i1,1601,0.430356,520,0,0.824627,1.0,0.964885,0.718426,0.902919,1601,268.0,196.357,25.11,0.964885,1.0,0.824627,0.902919
TRINITY_DN4260_c0_g1_i1,1149,0.390775,360,0,0.824675,1.0,0.972649,0.629328,0.784581,1149,154.0,157.219,20.1,0.972649,1.0,0.824675,0.784581
TRINITY_DN4246_c0_g1_i1,652,0.418712,200,0,0.850746,1.0,0.95288,0.541393,0.667843,652,135.0,242.879,31.06,0.95288,1.0,0.850746,0.667843
TRINITY_DN4239_c0_g1_i1,2079,0.408369,679,0,0.769231,1.0,0.975,0.717277,0.956369,2079,104.0,58.6789,7.5,0.975,1.0,0.769231,0.956369
TRINITY_DN4205_c0_g1_i1,698,0.361032,232,0,0.976744,1.0,0.957983,0.849703,0.908089,698,43.0,72.263,9.24,0.957983,1.0,0.976744,0.908089
TRINITY_DN4295_c0_g1_i1,1102,0.363884,347,0,0.825581,1.0,0.967425,0.710372,0.889424,1102,86.0,91.5419,11.71,0.967425,1.0,0.825581,0.889424
TRINITY_DN4222_c0_g1_i1,734,0.399183,220,0,0.768421,1.0,0.967529,0.459128,0.617548,734,191.0,305.239,39.03,0.967529,1.0,0.768421,0.617548
TRINITY_DN4224_c0_g1_i1,653,0.390505,217,0,0.630435,1.0,0.979429,0.421061,0.681917,653,46.0,82.6319,10.57,0.979429,1.0,0.630435,0.681917
TRINITY_DN4229_c0_g1_i1,1211,0.393889,403,0,0.757143,1.0,0.959251,0.652325,0.89816,1211,70.0,67.8042,8.67,0.959251,1.0,0.757143,0.89816
TRINITY_DN4211_c0_g1_i1,808,0.407178,240,0,0.72973,1.0,0.97753,0.431597,0.605043,808,111.0,161.144,20.61,0.97753,1.0,0.72973,0.605043
TRINITY_DN4274_c0_g1_i1,573,0.404887,190,0,0.757576,1.0,0.94335,0.412722,0.577509,573,99.0,202.667,25.92,0.94335,1.0,0.757576,0.577509
TRINITY_DN4232_c0_g1_i1,1051,0.388202,349,0,0.837209,1.0,0.960036,0.708292,0.881233,1051,86.0,95.984,12.27,0.960036,1.0,0.837209,0.881233
TRINITY_DN4215_c0_g1_i1,593,0.46543,172,0,0.875676,1.0,0.9655,0.275255,0.325567,593,185.0,365.949,46.8,0.9655,1.0,0.875676,0.325567
TRINITY_DN4286_c0_g1_i1,2124,0.442561,678,0,0.80212,1.0,0.969076,0.696691,0.896279,2124,283.0,156.291,19.99,0.969076,1.0,0.80212,0.896279
TRINITY_DN4204_c0_g1_i1,866,0.416859,266,0,0.773585,1.0,0.972188,0.674375,0.896692,866,106.0,143.579,18.36,0.972188,1.0,0.773585,0.896692
TRINITY_DN4210_c0_g1_i1,666,0.406907,205,0,0.756098,1.0,0.97619,0.633403,0.858159,666,41.0,72.2125,9.23,0.97619,1.0,0.756098,0.858159
TRINITY_DN4291_c0_g1_i1,1221,0.381654,391,0,0.741935,1.0,0.976543,0.638018,0.880594,1221,93.0,89.345,11.43,0.976543,1.0,0.741935,0.880594
TRINITY_DN4298_c0_g1_i1,3389,0.354382,1102,0,0.828479,1.0,0.968753,0.734587,0.915269,3389,311.0,107.644,13.77,0.968753,1.0,0.828479,0.915269
TRINITY_DN4209_c0_g1_i1,678,0.346608,225,0,0.893617,1.0,0.969181,0.465193,0.537127,678,47.0,81.3151,10.4,0.969181,1.0,0.893617,0.537127
TRINITY_DN4272_c0_g1_i1,880,0.373864,267,0,0.811765,1.0,0.964007,0.595135,0.760511,880,85.0,113.302,14.49,0.964007,1.0,0.811765,0.760511
TRINITY_DN4243_c0_g1_i1,1855,0.363881,585,0,0.936842,1.0,0.97795,0.872439,0.952252,1855,95.0,60.0735,7.68,0.97795,1.0,0.936842,0.952252
TRINITY_DN4223_c0_g1_i1,677,0.376662,225,0,0.642857,1.0,0.950311,0.45688,0.747863,677,42.0,72.7719,9.31,0.950311,1.0,0.642857,0.747863
TRINITY_DN4263_c0_g1_i1,726,0.333333,218,0,0.793103,1.0,0.952502,0.506241,0.670134,726,88.0,142.183,18.18,0.952502,1.0,0.793103,0.670134
TRINITY_DN4200_c0_g1_i1,578,0.389273,192,0,0.727273,1.0,0.973434,0.586662,0.828675,578,33.0,66.9714,8.56,0.973434,1.0,0.727273,0.828675
TRINITY_DN4257_c0_g1_i1,562,0.370107,166,0,0.7,1.0,0.977479,0.532553,0.778318,562,50.0,104.361,13.35,0.977479,1.0,0.7,0.778318
TRINITY_DN4247_c0_g1_i1,2155,0.384223,685,0,0.812218,1.0,0.969352,0.710891,0.902919,2155,13512.0,7354.88,940.51,0.969352,1.0,0.812218,0.902919
TRINITY_DN4225_c0_g1_i1,2090,0.468421,669,0,0.836228,1.0,0.97305,0.665856,0.818314,2090,403.0,226.184,28.92,0.97305,1.0,0.836228,0.818314
TRINITY_DN4256_c0_g1_i1,1233,0.452555,405,0,0.813187,1.0,0.960519,0.725575,0.928937,1233,91.0,86.5728,11.07,0.960519,1.0,0.813187,0.928937
TRINITY_DN4259_c0_g1_i1,1821,0.400329,606,0,0.811881,1.0,0.970178,0.758492,0.962957,1821,404.0,260.24,33.28,0.970178,1.0,0.811881,0.962957
TRINITY_DN4207_c0_g1_i1,613,0.398042,174,0,0.711111,1.0,0.958917,0.317935,0.466251,613,90.0,172.221,22.02,0.958917,1.0,0.711111,0.466251
TRINITY_DN4236_c0_g1_i1,675,0.395556,196,0,0.841924,1.0,0.968449,0.407858,0.500218,675,292.0,507.437,64.89,0.968449,1.0,0.841924,0.500218
TRINITY_DN4227_c0_g1_i1,3405,0.39207,1116,0,0.826087,1.0,0.966921,0.769136,0.962912,3405,761.0,262.162,33.52,0.966921,1.0,0.826087,0.962912
TRINITY_DN4241_c0_g1_i1,1004,0.404382,334,0,0.847059,1.0,0.940309,0.508114,0.637936,1004,85.0,99.3089,12.7,0.940309,1.0,0.847059,0.637936
TRINITY_DN4282_c0_g1_i1,1019,0.38371,319,0,0.816327,1.0,0.972392,0.714429,0.900023,1019,98.0,112.812,14.43,0.972392,1.0,0.816327,0.900023
TRINITY_DN4296_c0_g1_i1,1062,0.380414,329,0,0.785714,1.0,0.96,0.584079,0.774347,1062,56.0,61.8538,7.91,0.96,1.0,0.785714,0.774347
TRINITY_DN4267_c0_g1_i1,694,0.399135,230,0,0.72,1.0,0.9701,0.464484,0.665,694,50.0,84.5111,10.81,0.9701,1.0,0.72,0.665
TRINITY_DN4271_c0_g1_i1,3153,0.358072,1050,0,0.79955,1.0,0.971607,0.742375,0.955625,3153,444.0,165.182,21.12,0.971607,1.0,0.79955,0.955625
TRINITY_DN4281_c0_g1_i1,2301,0.40113,742,0,0.776923,1.0,0.972542,0.698329,0.924216,2301,130.0,66.2719,8.47,0.972542,1.0,0.776923,0.924216
TRINITY_DN4285_c0_g1_i1,1027,0.387537,341,0,0.844828,1.0,0.969559,0.76444,0.933257,1027,58.0,66.2461,8.47,0.969559,1.0,0.844828,0.933257
TRINITY_DN4278_c0_g1_i1,1639,0.406345,523,0,0.784091,1.0,0.967061,0.750782,0.990133,1639,88.0,62.9806,8.05,0.967061,1.0,0.784091,0.990133
TRINITY_DN4238_c0_g1_i1,947,0.421331,315,0,0.901408,1.0,0.975132,0.78561,0.893762,947,142.0,175.89,22.49,0.975132,1.0,0.901408,0.893762
TRINITY_DN4273_c0_g1_i1,1051,0.381541,334,0,0.817204,1.0,0.966695,0.62406,0.789962,1051,93.0,103.797,13.27,0.966695,1.0,0.817204,0.789962
TRINITY_DN4228_c0_g1_i1,1318,0.374052,438,0,0.863636,1.0,0.980256,0.747089,0.882474,1318,66.0,58.7397,7.51,0.980256,1.0,0.863636,0.882474
TRINITY_DN4253_c0_g1_i1,1695,0.430678,545,0,0.85034,1.0,0.964076,0.766044,0.934437,1695,147.0,101.73,13.01,0.964076,1.0,0.85034,0.934437
TRINITY_DN4275_c0_g1_i1,1804,0.357539,588,0,0.796296,1.0,0.960432,0.706212,0.923408,1804,162.0,105.337,13.47,0.960432,1.0,0.796296,0.923408
TRINITY_DN4233_c0_g1_i1,1776,0.38232,584,0,0.763441,1.0,0.975958,0.629406,0.844743,1776,93.0,61.4247,7.85,0.975958,1.0,0.763441,0.844743
TRINITY_DN4261_c0_g1_i1,2211,0.379014,737,0,0.846154,1.0,0.978741,0.805413,0.972527,2211,91.0,48.2787,6.17,0.978741,1.0,0.846154,0.972527
TRINITY_DN4231_c0_g1_i1,8921,0.375182,2958,0,0.861673,1.0,0.966985,0.829017,0.99495,8921,2177.0,286.252,36.6,0.966985,1.0,0.861673,0.99495
TRINITY_DN4221_c0_g1_i1,608,0.360197,202,0,0.821429,1.0,0.965266,0.596257,0.751998,608,28.0,54.0204,6.91,0.965266,1.0,0.821429,0.751998
TRINITY_DN4299_c0_g1_i1,2157,0.407974,689,0,0.802491,1.0,0.97219,0.747722,0.958404,2157,562.0,305.625,39.08,0.97219,1.0,0.802491,0.958404
TRINITY_DN4220_c0_g1_i1,679,0.419735,207,0,0.9,1.0,0.956839,0.825621,0.958737,679,50.0,86.378,11.05,0.956839,1.0,0.9,0.958737
TRINITY_DN4293_c0_g1_i1,2525,0.35802,841,0,0.859649,0.989703,0.973181,0.762428,0.920829,2525,114.0,52.9598,6.77,0.973181,0.989703,0.859649,0.920829
TRINITY_DN4235_c0_g1_i1,622,0.403537,175,0,0.754386,1.0,0.967143,0.328061,0.449645,622,57.0,107.495,13.75,0.967143,1.0,0.754386,0.449645
TRINITY_DN4292_c0_g1_i1,3560,0.353933,1157,0,0.812641,1.0,0.97061,0.757878,0.96085,3560,443.0,145.968,18.67,0.97061,1.0,0.812641,0.96085
TRINITY_DN4280_c0_g1_i1,2989,0.340917,971,0,0.81337,1.0,0.96862,0.775352,0.98414,2989,359.0,140.887,18.02,0.96862,1.0,0.81337,0.98414
TRINITY_DN4212_c0_g1_i1,715,0.334266,237,0,0.85,1.0,0.973745,0.64862,0.783657,715,60.0,98.4347,12.59,0.973745,1.0,0.85,0.783657
TRINITY_DN4290_c0_g1_i1,3374,0.366627,1124,0,0.857143,1.0,0.964604,0.783199,0.947261,3374,267.0,92.8259,11.87,0.964604,1.0,0.857143,0.947261
TRINITY_DN4244_c0_g1_i1,2778,0.341613,910,0,0.875,1.0,0.967879,0.812044,0.958849,2778,176.0,74.3162,9.5,0.967879,1.0,0.875,0.958849
TRINITY_DN4255_c0_g1_i1,1248,0.469551,393,0,0.805897,1.0,0.967775,0.626013,0.802656,1248,407.0,382.545,48.92,0.967775,1.0,0.805897,0.802656
TRINITY_DN4219_c0_g1_i1,1160,0.407759,386,0,0.776596,1.0,0.968862,0.677494,0.900427,1160,94.0,95.0545,12.16,0.968862,1.0,0.776596,0.900427
TRINITY_DN4270_c0_g1_i1,1336,0.378743,444,0,0.761905,1.0,0.965251,0.35641,0.484629,1336,63.0,55.3143,7.07,0.965251,1.0,0.761905,0.484629
TRINITY_DN4251_c0_g1_i1,952,0.409664,316,0,0.918919,0.960084,0.970221,0.724546,0.846465,952,37.0,45.5898,5.83,0.970221,0.960084,0.918919,0.846465
TRINITY_DN4265_c0_g1_i1,1284,0.38785,400,0,0.797701,1.0,0.97395,0.701019,0.902304,1284,435.0,397.399,50.82,0.97395,1.0,0.797701,0.902304
TRINITY_DN4287_c0_g1_i1,2162,0.362627,691,0,0.805755,1.0,0.976779,0.707417,0.898827,2162,139.0,75.4158,9.64,0.976779,1.0,0.805755,0.898827
TRINITY_DN4254_c0_g1_i1,1655,0.391541,518,0,0.82619,1.0,0.969045,0.710281,0.887168,1655,420.0,297.683,38.07,0.969045,1.0,0.82619,0.887168
TRINITY_DN4279_c0_g1_i1,711,0.458509,236,0,0.746988,1.0,0.970246,0.584828,0.806924,711,83.0,136.934,17.51,0.970246,1.0,0.746988,0.806924
TRINITY_DN4208_c0_g1_i1,1036,0.467181,344,0,0.717949,1.0,0.977825,0.457875,0.652218,1036,78.0,88.3157,11.29,0.977825,1.0,0.717949,0.652218
TRINITY_DN4258_c0_g1_i1,967,0.441572,321,0,0.819588,1.0,0.970779,0.553757,0.695991,967,194.0,235.331,30.09,0.970779,1.0,0.819588,0.695991
TRINITY_DN4218_c0_g1_i1,606,0.465347,201,0,0.76087,1.0,0.952265,0.121823,0.168136,606,47.0,90.9763,11.63,0.952265,1.0,0.76087,0.168136
TRINITY_DN4283_c0_g1_i1,1248,0.423878,416,0,0.887324,1.0,0.958422,0.77724,0.913937,1248,71.0,66.7339,8.53,0.958422,1.0,0.887324,0.913937
TRINITY_DN4240_c0_g1_i1,3392,0.370283,1130,0,0.848958,1.0,0.970101,0.812702,0.986798,3392,384.0,132.794,16.98,0.970101,1.0,0.848958,0.986798
TRINITY_DN4268_c0_g1_i1,644,0.408385,184,0,0.652174,1.0,0.964662,0.605382,0.962257,644,23.0,41.8933,5.36,0.964662,1.0,0.652174,0.962257
TRINITY_DN4249_c0_g1_i1,1905,0.397375,618,0,0.824034,1.0,0.959529,0.759837,0.960986,1905,233.0,143.471,18.35,0.959529,1.0,0.824034,0.960986
TRINITY_DN4248_c0_g1_i1,1725,0.369855,548,0,0.83828,1.0,0.967631,0.681292,0.839913,1725,979.0,665.728,85.13,0.967631,1.0,0.83828,0.839913
TRINITY_DN4234_c0_g1_i1,681,0.371512,194,0,0.751553,1.0,0.974823,0.365987,0.499552,681,322.0,554.641,70.93,0.974823,1.0,0.751553,0.499552
TRINITY_DN4335_c0_g1_i1,2402,0.427977,800,0,0.878049,1.0,0.96873,0.842317,0.990271,2402,164.0,80.0892,10.24,0.96873,1.0,0.878049,0.990271
TRINITY_DN4398_c0_g1_i1,1549,0.380245,515,0,0.763158,1.0,0.980171,0.727989,0.973214,1549,76.0,57.5526,7.36,0.980171,1.0,0.763158,0.973214
TRINITY_DN4337_c0_g1_i1,1191,0.400504,373,0,0.843206,1.0,0.959762,0.719776,0.889406,1191,287.0,282.666,36.15,0.959762,1.0,0.843206,0.889406
TRINITY_DN4370_c0_g1_i1,2036,0.397348,678,0,0.822323,1.0,0.969107,0.717159,0.899914,2036,440.0,253.5,32.42,0.969107,1.0,0.822323,0.899914
TRINITY_DN4359_c0_g1_i1,1452,0.412534,483,0,0.884058,1.0,0.968571,0.761723,0.88958,1452,69.0,55.7424,7.13,0.968571,1.0,0.884058,0.88958
TRINITY_DN4303_c0_g1_i1,5041,0.405078,1679,0,0.854545,1.0,0.968393,0.822479,0.993889,5041,716.0,166.609,21.31,0.968393,1.0,0.854545,0.993889
TRINITY_DN4336_c0_g1_i1,2195,0.380866,704,0,0.817844,1.0,0.962099,0.731635,0.929832,2195,270.0,144.289,18.45,0.962099,1.0,0.817844,0.929832
TRINITY_DN4374_c0_g1_i1,665,0.416541,207,0,0.769231,1.0,0.97764,0.459513,0.611029,665,39.0,68.7933,8.8,0.97764,1.0,0.769231,0.611029
TRINITY_DN4382_c0_g1_i1,2158,0.39481,690,0,0.817073,1.0,0.963686,0.71096,0.902919,2158,656.0,356.579,45.6,0.963686,1.0,0.817073,0.902919
TRINITY_DN4373_c0_g1_i1,996,0.351406,331,0,0.794118,1.0,0.974473,0.654233,0.84543,996,136.0,160.171,20.48,0.974473,1.0,0.794118,0.84543
TRINITY_DN4339_c0_g1_i1,2029,0.417447,675,0,0.851613,1.0,0.96884,0.724752,0.878406,2029,155.0,89.6092,11.46,0.96884,1.0,0.851613,0.878406
TRINITY_DN4345_c0_g1_i1,1337,0.423336,445,0,0.784615,1.0,0.972365,0.602796,0.790104,1337,1300.0,1140.55,145.85,0.972365,1.0,0.784615,0.790104
TRINITY_DN4391_c0_g1_i1,2204,0.392468,734,0,0.893204,1.0,0.95707,0.798386,0.933939,2204,103.0,54.8187,7.01,0.95707,1.0,0.893204,0.933939
TRINITY_DN4325_c0_g1_i1,1710,0.367251,555,0,0.814286,1.0,0.961305,0.75042,0.958664,1710,140.0,96.0362,12.28,0.961305,1.0,0.814286,0.958664
TRINITY_DN4369_c0_g1_i1,1003,0.40678,309,0,0.892308,1.0,0.966551,0.654611,0.759004,1003,65.0,76.0178,9.72,0.966551,1.0,0.892308,0.759004
TRINITY_DN4301_c0_g1_i1,1128,0.370567,344,0,0.875,1.0,0.958095,0.744943,0.8886,1128,48.0,49.9155,6.38,0.958095,1.0,0.875,0.8886
TRINITY_DN4313_c0_g1_i1,884,0.418552,294,0,0.759259,1.0,0.978947,0.677033,0.910879,884,54.0,71.6547,9.16,0.978947,1.0,0.759259,0.910879
TRINITY_DN4346_c0_g1_i1,670,0.386567,222,0,0.644444,1.0,0.981467,0.539501,0.852964,670,45.0,78.7845,10.07,0.981467,1.0,0.644444,0.852964
TRINITY_DN4322_c0_g1_i1,1615,0.403715,537,0,0.895522,1.0,0.975703,0.866327,0.991489,1615,67.0,48.6637,6.22,0.975703,1.0,0.895522,0.991489
TRINITY_DN4386_c0_g1_i1,1729,0.393869,563,0,0.803571,1.0,0.954738,0.675165,0.880037,1729,112.0,75.9847,9.72,0.954738,1.0,0.803571,0.880037
TRINITY_DN4304_c0_g1_i1,1418,0.439351,450,0,0.765957,1.0,0.97136,0.664589,0.89324,1418,705.0,583.198,74.58,0.97136,1.0,0.765957,0.89324
TRINITY_DN4377_c0_g1_i1,909,0.386139,303,0,0.837838,1.0,0.97479,0.772921,0.946377,909,37.0,47.7464,6.11,0.97479,1.0,0.837838,0.946377
TRINITY_DN4312_c0_g1_i1,1724,0.392691,557,0,0.742857,1.0,0.986417,0.728299,0.993902,1724,70.0,47.6282,6.09,0.986417,1.0,0.742857,0.993902
TRINITY_DN4331_c0_g1_i1,968,0.397727,316,0,0.804348,0.995868,0.987263,0.713323,0.902002,968,46.0,55.7424,7.13,0.987263,0.995868,0.804348,0.902002
TRINITY_DN4371_c0_g1_i1,797,0.451694,265,0,0.729167,1.0,0.974527,0.6386,0.898687,797,48.0,70.6457,9.03,0.974527,1.0,0.729167,0.898687
TRINITY_DN4350_c0_g1_i1,3452,0.368482,1131,0,0.813953,1.0,0.975763,0.788001,0.992163,3452,258.0,87.6702,11.21,0.975763,1.0,0.813953,0.992163
TRINITY_DN4320_c0_g1_i1,7543,0.367095,2489,0,0.871622,1.0,0.977102,0.843768,0.99073,7543,592.0,92.062,11.77,0.977102,1.0,0.871622,0.99073
TRINITY_DN4323_c0_g1_i1,2549,0.404865,849,0,0.808864,1.0,0.977248,0.75335,0.953052,2549,361.0,166.127,21.24,0.977248,1.0,0.808864,0.953052
TRINITY_DN4372_c0_g1_i1,3629,0.358225,1209,0,0.837344,1.0,0.968577,0.781178,0.963189,3629,1206.0,389.819,49.85,0.968577,1.0,0.837344,0.963189
TRINITY_DN4352_c0_g1_i1,3380,0.396154,1126,0,0.815514,1.0,0.968621,0.756518,0.95771,3380,477.0,165.541,21.17,0.968621,1.0,0.815514,0.95771
TRINITY_DN4363_c0_g1_i1,993,0.406848,331,0,0.730769,1.0,0.971429,0.633349,0.892179,993,52.0,61.4267,7.85,0.971429,1.0,0.730769,0.892179
TRINITY_DN4333_c0_g1_i1,3311,0.355482,1081,0,0.795341,1.0,0.974158,0.739258,0.954142,3311,601.0,212.921,27.23,0.974158,1.0,0.795341,0.954142
TRINITY_DN4389_c0_g1_i1,1114,0.51526,370,0,0.783784,1.0,0.967316,0.728611,0.961017,1114,74.0,77.9201,9.96,0.967316,1.0,0.783784,0.961017
TRINITY_DN4385_c0_g1_i1,701,0.403709,213,0,0.785714,1.0,0.960857,0.633652,0.83932,701,56.0,93.7072,11.98,0.960857,1.0,0.785714,0.83932
TRINITY_DN4315_c0_g1_i1,3441,0.400465,1120,0,0.835859,1.0,0.967599,0.7752,0.958485,3441,793.0,270.328,34.57,0.967599,1.0,0.835859,0.958485
TRINITY_DN4341_c0_g1_i1,1582,0.376738,502,0,0.817734,1.0,0.978939,0.740436,0.924954,1582,203.0,150.519,19.25,0.978939,1.0,0.817734,0.924954
TRINITY_DN4338_c0_g1_i1,1480,0.374324,492,0,0.909091,1.0,0.967423,0.784657,0.892187,1480,198.0,156.93,20.07,0.967423,1.0,0.909091,0.892187
TRINITY_DN4344_c0_g1_i1,2650,0.356981,882,0,0.832432,1.0,0.974968,0.76376,0.94106,2650,185.0,81.8896,10.47,0.974968,1.0,0.832432,0.94106
TRINITY_DN4332_c0_g1_i1,3136,0.36639,1044,0,0.836559,1.0,0.966009,0.775033,0.959052,3136,465.0,173.932,22.24,0.966009,1.0,0.836559,0.959052
TRINITY_DN4351_c0_g1_i1,3169,0.354055,1034,0,0.746544,1.0,0.96389,0.703433,0.977552,3169,217.0,80.3231,10.27,0.96389,1.0,0.746544,0.977552
TRINITY_DN4392_c0_g1_i1,1125,0.432,346,0,0.864407,1.0,0.960241,0.528972,0.637286,1125,179.0,186.639,23.87,0.960241,1.0,0.864407,0.637286
TRINITY_DN4349_c0_g1_i1,4429,0.369384,1454,0,0.851538,1.0,0.968977,0.790733,0.958324,4429,945.0,250.282,32.0,0.968977,1.0,0.851538,0.958324
TRINITY_DN4387_c0_g1_i1,758,0.477573,238,0,0.763441,1.0,0.971951,0.586883,0.790919,758,93.0,143.919,18.4,0.971951,1.0,0.763441,0.790919
TRINITY_DN4324_c0_g1_i1,1360,0.366176,452,0,0.808081,1.0,0.966321,0.72386,0.926997,1360,99.0,85.3885,10.92,0.966321,1.0,0.808081,0.926997
TRINITY_DN4343_c0_g1_i1,2267,0.370975,726,0,0.866667,1.0,0.971088,0.810393,0.962909,2267,180.0,93.1374,11.91,0.971088,1.0,0.866667,0.962909
TRINITY_DN4311_c0_g1_i1,903,0.354374,277,0,0.891304,1.0,0.968144,0.836805,0.969747,903,46.0,59.7548,7.64,0.968144,1.0,0.891304,0.969747
TRINITY_DN4361_c0_g1_i1,857,0.546091,254,0,0.798441,1.0,0.965859,0.477549,0.619243,857,899.0,1230.5,157.35,0.965859,1.0,0.798441,0.619243
TRINITY_DN4393_c0_g1_i1,2011,0.355545,655,0,0.8,1.0,0.980033,0.736274,0.939094,2011,190.0,110.827,14.17,0.980033,1.0,0.8,0.939094
TRINITY_DN4379_c0_g1_i1,1754,0.436716,566,0,0.804124,1.0,0.965714,0.69481,0.894735,1754,97.0,64.8702,8.3,0.965714,1.0,0.804124,0.894735
TRINITY_DN4342_c0_g1_i1,1206,0.412935,383,0,0.752174,1.0,0.961928,0.653295,0.902919,1206,230.0,223.709,28.61,0.961928,1.0,0.752174,0.902919
TRINITY_DN4375_c0_g1_i1,769,0.413524,245,0,0.90625,1.0,0.966745,0.13561,0.154786,769,64.0,97.624,12.48,0.966745,1.0,0.90625,0.154786
TRINITY_DN4355_c0_g1_i1,2472,0.370955,800,0,0.854067,1.0,0.967189,0.786543,0.95218,2472,418.0,198.349,25.36,0.967189,1.0,0.854067,0.95218
TRINITY_DN4327_c0_g1_i1,3269,0.365861,1068,0,0.818653,1.0,0.968905,0.789179,0.994934,3269,193.0,69.2541,8.86,0.968905,1.0,0.818653,0.994934
TRINITY_DN4367_c0_g1_i1,863,0.397451,287,0,0.833333,0.989571,0.958442,0.689802,0.872756,863,30.0,40.7768,5.21,0.958442,0.989571,0.833333,0.872756
TRINITY_DN4360_c0_g1_i1,927,0.395901,283,0,0.791246,1.0,0.978772,0.647911,0.836609,927,298.0,377.085,48.22,0.978772,1.0,0.791246,0.836609
TRINITY_DN4329_c0_g1_i1,1720,0.391279,543,0,0.864865,1.0,0.969584,0.751579,0.896274,1720,407.0,277.568,35.49,0.969584,1.0,0.864865,0.896274
TRINITY_DN4307_c0_g1_i1,1264,0.401108,420,0,0.787879,1.0,0.973366,0.712947,0.929655,1264,66.0,61.2491,7.83,0.973366,1.0,0.787879,0.929655
TRINITY_DN4365_c0_g1_i1,1949,0.400205,622,0,0.833333,1.0,0.968463,0.776711,0.962405,1949,216.0,130.0,16.62,0.968463,1.0,0.833333,0.962405
