index	name	xprs_tpm_kallisto	xprs_count_kallisto	xprs_tpm_rsem_x	xprs_count_rsem_x	xprs_tpm_rsem_y	xprs_count_rsem_y	length	tr_good	tr_bases_covered	tr_seq_true	tr_score	tr_not_segmented	component_contribute_xprs_tpm_kallisto	component_contribute_xprs_count_kallisto	component_contribute_xprs_tpm_rsem_x	component_contribute_xprs_count_rsem_x	component_contribute_xprs_tpm_rsem_y	component_contribute_xprs_count_rsem_y	component_relative_xprs_tpm_kallisto	component_relative_xprs_count_kallisto	component_relative_xprs_tpm_rsem_x	component_relative_xprs_count_rsem_x	component_relative_xprs_tpm_rsem_y	component_relative_xprs_count_rsem_y	component	index_component	component_tot_xprs_tpm_kallisto	component_tot_xprs_count_kallisto	component_tot_xprs_tpm_rsem_x	component_tot_xprs_count_rsem_x	component_tot_xprs_tpm_rsem_y	component_tot_xprs_count_rsem_y	component_avg_xprs_tpm_kallisto	component_avg_xprs_count_kallisto	component_avg_xprs_tpm_rsem_x	component_avg_xprs_count_rsem_x	component_avg_xprs_tpm_rsem_y	component_avg_xprs_count_rsem_y	component_max_xprs_tpm_kallisto	component_max_xprs_count_kallisto	component_max_xprs_tpm_rsem_x	component_max_xprs_count_rsem_x	component_max_xprs_tpm_rsem_y	component_max_xprs_count_rsem_y	component_size	component_component
4113	TRINITY_DN3713_c0_g1_i1	58.803	54.0	60.86	44.0	60.86	44.0	1107	0.685	1.0	0.983	0.594	0.882	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3994	3994	58.803	54.0	60.86	44.0	60.86	44.0	58.803	54.0	60.86	44.0	60.86	44.0	58.803	54.0	60.86	44.0	60.86	44.0	1	3994
4114	TRINITY_DN3781_c0_g1_i1	86.753	125.0	81.2	92.0	81.2	92.0	1634	0.805	1.0	0.962	0.745	0.961	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3995	3995	86.753	125.0	81.2	92.0	81.2	92.0	86.753	125.0	81.2	92.0	81.2	92.0	86.753	125.0	81.2	92.0	81.2	92.0	1	3995
4115	TRINITY_DN3749_c0_g1_i1	356.031	525.0	359.65	417.0	359.65	417.0	1668	0.794	1.0	0.966	0.667	0.869	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3996	3996	356.031	525.0	359.65	417.0	359.65	417.0	356.031	525.0	359.65	417.0	359.65	417.0	356.031	525.0	359.65	417.0	359.65	417.0	1	3996
4116	TRINITY_DN3793_c0_g1_i1	114.7	62.0	131.26	56.0	131.26	56.0	726	0.721	1.0	0.972	0.501	0.715	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3997	3997	114.7	62.0	131.26	56.0	131.26	56.0	114.7	62.0	131.26	56.0	131.26	56.0	114.7	62.0	131.26	56.0	131.26	56.0	1	3997
4117	TRINITY_DN3706_c0_g1_i1	95.463	41.0	103.1	35.0	103.1	35.0	614	0.732	1.0	0.978	0.601	0.839	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3998	3998	95.463	41.0	103.1	35.0	103.1	35.0	95.463	41.0	103.1	35.0	103.1	35.0	95.463	41.0	103.1	35.0	103.1	35.0	1	3998
4118	TRINITY_DN3703_c0_g1_i1	44.4	24.0	37.5	16.0	37.5	16.0	726	0.875	1.0	0.949	0.616	0.742	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3999	3999	44.4	24.0	37.5	16.0	37.5	16.0	44.4	24.0	37.5	16.0	37.5	16.0	44.4	24.0	37.5	16.0	37.5	16.0	1	3999
4119	TRINITY_DN3736_c0_g1_i1	86.055	167.0	89.18	136.0	89.18	136.0	2138	0.807	1.0	0.978	0.741	0.939	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4000	4000	86.055	167.0	89.18	136.0	89.18	136.0	86.055	167.0	89.18	136.0	89.18	136.0	86.055	167.0	89.18	136.0	89.18	136.0	1	4000
4120	TRINITY_DN3727_c0_g1_i1	595.207	438.0	598.4	347.0	598.4	347.0	923	0.858	1.0	0.972	0.651	0.781	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4001	4001	595.207	438.0	598.4	347.0	598.4	347.0	595.207	438.0	598.4	347.0	598.4	347.0	595.207	438.0	598.4	347.0	598.4	347.0	1	4001
4121	TRINITY_DN3712_c0_g1_i1	102.443	57.0	107.05	47.0	107.05	47.0	742	0.857	1.0	0.972	0.783	0.94	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4002	4002	102.443	57.0	107.05	47.0	107.05	47.0	102.443	57.0	107.05	47.0	107.05	47.0	102.443	57.0	107.05	47.0	107.05	47.0	1	4002
4122	TRINITY_DN3741_c0_g1_i1	134.429	64.0	117.0	44.0	117.0	44.0	661	0.905	1.0	0.969	0.74	0.845	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4003	4003	134.429	64.0	117.0	44.0	117.0	44.0	134.429	64.0	117.0	44.0	117.0	44.0	134.429	64.0	117.0	44.0	117.0	44.0	1	4003
4123	TRINITY_DN3772_c0_g1_i1	479.52	234.0	490.41	189.0	490.41	189.0	673	0.78	1.0	0.965	0.305	0.405	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4004	4004	479.52	234.0	490.41	189.0	490.41	189.0	479.52	234.0	490.41	189.0	490.41	189.0	479.52	234.0	490.41	189.0	490.41	189.0	1	4004
4124	TRINITY_DN3791_c0_g1_i1	173.237	739.0	168.09	563.0	168.09	563.0	4483	0.851	1.0	0.964	0.797	0.971	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4005	4005	173.237	739.0	168.09	563.0	168.09	563.0	173.237	739.0	168.09	563.0	168.09	563.0	173.237	739.0	168.09	563.0	168.09	563.0	1	4005
4125	TRINITY_DN3768_c0_g1_i1	63.828	350.0	65.51	282.0	65.51	282.0	5711	0.843	1.0	0.972	0.787	0.96	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4006	4006	63.828	350.0	65.51	282.0	65.51	282.0	63.828	350.0	65.51	282.0	65.51	282.0	63.828	350.0	65.51	282.0	65.51	282.0	1	4006
4126	TRINITY_DN3795_c0_g1_i1	84.89	99.0	89.37	82.0	89.37	82.0	1357	0.823	1.0	0.962	0.707	0.892	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4007	4007	84.89	99.0	89.37	82.0	89.37	82.0	84.89	99.0	89.37	82.0	89.37	82.0	84.89	99.0	89.37	82.0	89.37	82.0	1	4007
4127	TRINITY_DN3792_c0_g1_i1	94.185	198.0	92.62	153.0	92.62	153.0	2301	0.778	1.0	0.969	0.668	0.886	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4008	4008	94.185	198.0	92.62	153.0	92.62	153.0	94.185	198.0	92.62	153.0	92.62	153.0	94.185	198.0	92.62	153.0	92.62	153.0	1	4008
4128	TRINITY_DN3744_c0_g1_i1	88.657	35.0	92.87	29.0	92.87	29.0	579	0.857	1.0	0.977	0.677	0.808	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4009	4009	88.657	35.0	92.87	29.0	92.87	29.0	88.657	35.0	92.87	29.0	92.87	29.0	88.657	35.0	92.87	29.0	92.87	29.0	1	4009
4129	TRINITY_DN3778_c0_g1_i1	76.644	83.0	75.1	64.0	75.1	64.0	1273	0.795	1.0	0.977	0.746	0.96	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4010	4010	76.644	83.0	75.1	64.0	75.1	64.0	76.644	83.0	75.1	64.0	75.1	64.0	76.644	83.0	75.1	64.0	75.1	64.0	1	4010
4130	TRINITY_DN3730_c0_g1_i1	79.609	90.0	70.83	63.0	70.83	63.0	1321	0.742	1.0	0.962	0.564	0.79	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4011	4011	79.609	90.0	70.83	63.0	70.83	63.0	79.609	90.0	70.83	63.0	70.83	63.0	79.609	90.0	70.83	63.0	70.83	63.0	1	4011
4131	TRINITY_DN3728_c0_g1_i1	679.71	391.0	685.25	311.0	685.25	311.0	761	0.764	1.0	0.976	0.374	0.502	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4012	4012	679.71	391.0	685.25	311.0	685.25	311.0	679.71	391.0	685.25	311.0	685.25	311.0	679.71	391.0	685.25	311.0	685.25	311.0	1	4012
4132	TRINITY_DN3756_c0_g1_i1	297.14	414.0	284.76	312.0	284.76	312.0	1586	0.81	1.0	0.968	0.699	0.891	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4013	4013	297.14	414.0	284.76	312.0	284.76	312.0	297.14	414.0	284.76	312.0	284.76	312.0	297.14	414.0	284.76	312.0	284.76	312.0	1	4013
4133	TRINITY_DN3789_c0_g1_i1	312.219	383.0	320.22	309.0	320.22	309.0	1418	0.842	1.0	0.971	0.779	0.954	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4014	4014	312.219	383.0	320.22	309.0	320.22	309.0	312.219	383.0	320.22	309.0	320.22	309.0	312.219	383.0	320.22	309.0	320.22	309.0	1	4014
4134	TRINITY_DN3710_c0_g1_i1	387.117	838.0	385.09	655.0	385.09	655.0	2364	0.822	1.0	0.968	0.719	0.903	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4015	4015	387.117	838.0	385.09	655.0	385.09	655.0	387.117	838.0	385.09	655.0	385.09	655.0	387.117	838.0	385.09	655.0	385.09	655.0	1	4015
4135	TRINITY_DN3783_c0_g1_i1	247.604	604.0	240.04	460.0	240.04	460.0	2641	0.868	1.0	0.969	0.808	0.961	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4016	4016	247.604	604.0	240.04	460.0	240.04	460.0	247.604	604.0	240.04	460.0	240.04	460.0	247.604	604.0	240.04	460.0	240.04	460.0	1	4016
4136	TRINITY_DN3738_c0_g1_i1	120.066	163.0	121.76	130.0	121.76	130.0	1550	0.844	1.0	0.971	0.762	0.93	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4017	4017	120.066	163.0	121.76	130.0	121.76	130.0	120.066	163.0	121.76	130.0	121.76	130.0	120.066	163.0	121.76	130.0	121.76	130.0	1	4017
4137	TRINITY_DN3704_c0_g1_i1	53.552	29.0	65.51	28.0	65.51	28.0	727	0.897	1.0	0.981	0.859	0.977	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4018	4018	53.552	29.0	65.51	28.0	65.51	28.0	53.552	29.0	65.51	28.0	65.51	28.0	53.552	29.0	65.51	28.0	65.51	28.0	1	4018
4138	TRINITY_DN3775_c0_g1_i1	60.848	49.0	59.91	38.0	59.91	38.0	993	0.816	1.0	0.962	0.703	0.895	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4019	4019	60.848	49.0	59.91	38.0	59.91	38.0	60.848	49.0	59.91	38.0	59.91	38.0	60.848	49.0	59.91	38.0	59.91	38.0	1	4019
4139	TRINITY_DN3705_c0_g1_i1	67.977	176.0	69.33	141.0	69.33	141.0	2792	0.81	1.0	0.978	0.757	0.956	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4020	4020	67.977	176.0	69.33	141.0	69.33	141.0	67.977	176.0	69.33	141.0	69.33	141.0	67.977	176.0	69.33	141.0	69.33	141.0	1	4020
4140	TRINITY_DN3758_c0_g1_i1	129.125	168.0	125.08	128.0	125.08	128.0	1493	0.796	1.0	0.975	0.751	0.967	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4021	4021	129.125	168.0	125.08	128.0	125.08	128.0	129.125	168.0	125.08	128.0	125.08	128.0	129.125	168.0	125.08	128.0	125.08	128.0	1	4021
4141	TRINITY_DN3726_c0_g1_i1	391.074	541.0	399.86	435.0	399.86	435.0	1576	0.843	1.0	0.973	0.729	0.889	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4022	4022	391.074	541.0	399.86	435.0	399.86	435.0	391.074	541.0	399.86	435.0	399.86	435.0	391.074	541.0	399.86	435.0	399.86	435.0	1	4022
4142	TRINITY_DN3748_c0_g1_i1	84.023	51.0	89.82	43.0	89.82	43.0	793	0.902	1.0	0.975	0.795	0.904	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4023	4023	84.023	51.0	89.82	43.0	89.82	43.0	84.023	51.0	89.82	43.0	89.82	43.0	84.023	51.0	89.82	43.0	89.82	43.0	1	4023
4143	TRINITY_DN3798_c0_g1_i1	150.605	128.0	147.91	99.0	147.91	99.0	1038	0.797	1.0	0.968	0.691	0.895	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4024	4024	150.605	128.0	147.91	99.0	147.91	99.0	150.605	128.0	147.91	99.0	147.91	99.0	150.605	128.0	147.91	99.0	147.91	99.0	1	4024
4144	TRINITY_DN3773_c0_g1_i1	83.099	258.0	78.74	192.0	78.74	192.0	3312	0.86	1.0	0.963	0.779	0.941	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4025	4025	83.099	258.0	78.74	192.0	78.74	192.0	83.099	258.0	78.74	192.0	78.74	192.0	83.099	258.0	78.74	192.0	78.74	192.0	1	4025
4145	TRINITY_DN3717_c0_g1_i1	51.523	56.0	54.95	47.0	54.95	47.0	1277	0.911	1.0	0.971	0.818	0.924	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4026	4026	51.523	56.0	54.95	47.0	54.95	47.0	51.523	56.0	54.95	47.0	54.95	47.0	51.523	56.0	54.95	47.0	54.95	47.0	1	4026
4146	TRINITY_DN3753_c0_g1_i1	43.088	25.0	43.69	20.0	43.69	20.0	766	1.0	1.0	0.972	0.622	0.64	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4027	4027	43.088	25.0	43.69	20.0	43.69	20.0	43.088	25.0	43.69	20.0	43.69	20.0	43.088	25.0	43.69	20.0	43.69	20.0	1	4027
4147	TRINITY_DN3737_c0_g1_i1	267.47	457.0	277.73	373.0	277.73	373.0	1904	0.807	1.0	0.971	0.752	0.96	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4028	4028	267.47	457.0	277.73	373.0	277.73	373.0	267.47	457.0	277.73	373.0	277.73	373.0	267.47	457.0	277.73	373.0	277.73	373.0	1	4028
4148	TRINITY_DN3746_c0_g1_i1	111.801	104.0	107.87	79.0	107.87	79.0	1119	0.786	1.0	0.962	0.746	0.987	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4029	4029	111.801	104.0	107.87	79.0	107.87	79.0	111.801	104.0	107.87	79.0	107.87	79.0	111.801	104.0	107.87	79.0	107.87	79.0	1	4029
4149	TRINITY_DN3794_c0_g1_i1	66.941	124.0	68.69	100.0	68.69	100.0	2049	0.839	1.0	0.98	0.773	0.94	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4030	4030	66.941	124.0	68.69	100.0	68.69	100.0	66.941	124.0	68.69	100.0	68.69	100.0	66.941	124.0	68.69	100.0	68.69	100.0	1	4030
4150	TRINITY_DN3761_c0_g1_i1	77.617	130.0	78.23	103.0	78.23	103.0	1870	0.775	1.0	0.972	0.711	0.943	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4031	4031	77.617	130.0	78.23	103.0	78.23	103.0	77.617	130.0	78.23	103.0	78.23	103.0	77.617	130.0	78.23	103.0	78.23	103.0	1	4031
4151	TRINITY_DN3759_c0_g1_i1	129.609	598.0	132.51	480.0	132.51	480.0	4834	0.862	1.0	0.971	0.832	0.995	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4032	4032	129.609	598.0	132.51	480.0	132.51	480.0	129.609	598.0	132.51	480.0	132.51	480.0	129.609	598.0	132.51	480.0	132.51	480.0	1	4032
4152	TRINITY_DN3721_c0_g1_i1	121.151	96.0	123.35	77.0	123.35	77.0	980	0.771	1.0	0.977	0.688	0.913	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4033	4033	121.151	96.0	123.35	77.0	123.35	77.0	121.151	96.0	123.35	77.0	123.35	77.0	121.151	96.0	123.35	77.0	123.35	77.0	1	4033
4153	TRINITY_DN3722_c0_g1_i1	90.35	272.0	86.28	204.0	86.28	204.0	3217	0.86	1.0	0.969	0.82	0.984	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4034	4034	90.35	272.0	86.28	204.0	86.28	204.0	90.35	272.0	86.28	204.0	86.28	204.0	90.35	272.0	86.28	204.0	86.28	204.0	1	4034
4154	TRINITY_DN3711_c0_g1_i1	73.388	77.0	76.3	63.0	76.3	63.0	1239	0.711	1.0	0.972	0.662	0.958	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4035	4035	73.388	77.0	76.3	63.0	76.3	63.0	73.388	77.0	76.3	63.0	76.3	63.0	73.388	77.0	76.3	63.0	76.3	63.0	1	4035
4155	TRINITY_DN3735_c0_g1_i1	45.002	71.0	42.73	53.0	42.73	53.0	1772	0.901	1.0	0.975	0.832	0.946	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4036	4036	45.002	71.0	42.73	53.0	42.73	53.0	45.002	71.0	42.73	53.0	42.73	53.0	45.002	71.0	42.73	53.0	42.73	53.0	1	4036
4156	TRINITY_DN3770_c0_g1_i1	186.764	613.0	185.83	479.0	185.83	479.0	3491	0.818	1.0	0.967	0.762	0.963	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4037	4037	186.764	613.0	185.83	479.0	185.83	479.0	186.764	613.0	185.83	479.0	185.83	479.0	186.764	613.0	185.83	479.0	185.83	479.0	1	4037
4157	TRINITY_DN3739_c0_g1_i1	47.694	56.0	47.63	44.0	47.63	44.0	1365	0.679	1.0	0.951	0.612	0.949	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4038	4038	47.694	56.0	47.63	44.0	47.63	44.0	47.694	56.0	47.63	44.0	47.63	44.0	47.694	56.0	47.63	44.0	47.63	44.0	1	4038
4158	TRINITY_DN3879_c0_g1_i1	119.513	331.0	119.52	260.0	119.52	260.0	2974	0.845	1.0	0.967	0.811	0.993	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4039	4039	119.513	331.0	119.52	260.0	119.52	260.0	119.513	331.0	119.52	260.0	119.52	260.0	119.513	331.0	119.52	260.0	119.52	260.0	1	4039
4159	TRINITY_DN3827_c0_g1_i1	88.912	50.0	92.4	41.0	92.4	41.0	748	0.76	1.0	0.975	0.593	0.8	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4040	4040	88.912	50.0	92.4	41.0	92.4	41.0	88.912	50.0	92.4	41.0	92.4	41.0	88.912	50.0	92.4	41.0	92.4	41.0	1	4040
4160	TRINITY_DN3855_c0_g1_i1	74.588	125.0	71.35	94.0	71.35	94.0	1871	0.779	1.0	0.966	0.644	0.856	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4041	4041	74.588	125.0	71.35	94.0	71.35	94.0	74.588	125.0	71.35	94.0	71.35	94.0	74.588	125.0	71.35	94.0	71.35	94.0	1	4041
4161	TRINITY_DN3892_c0_g1_i1	109.805	185.0	109.49	145.0	109.49	145.0	1880	0.849	1.0	0.965	0.711	0.868	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4042	4042	109.805	185.0	109.49	145.0	109.49	145.0	109.805	185.0	109.49	145.0	109.49	145.0	109.805	185.0	109.49	145.0	109.49	145.0	1	4042
4162	TRINITY_DN3860_c0_g1_i1	128.494	85.0	130.39	68.0	130.39	68.0	848	0.798	1.0	0.983	0.186	0.237	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4043	4043	128.494	85.0	130.39	68.0	130.39	68.0	128.494	85.0	130.39	68.0	130.39	68.0	128.494	85.0	130.39	68.0	130.39	68.0	1	4043
4163	TRINITY_DN3841_c0_g1_i1	184.744	362.0	179.89	277.0	179.89	277.0	2157	0.843	1.0	0.97	0.782	0.957	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4044	4044	184.744	362.0	179.89	277.0	179.89	277.0	184.744	362.0	179.89	277.0	179.89	277.0	184.744	362.0	179.89	277.0	179.89	277.0	1	4044
4164	TRINITY_DN3811_c0_g1_i1	236.14	259.0	231.74	200.0	231.74	200.0	1287	0.78	1.0	0.968	0.703	0.931	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4045	4045	236.14	259.0	231.74	200.0	231.74	200.0	236.14	259.0	231.74	200.0	231.74	200.0	236.14	259.0	231.74	200.0	231.74	200.0	1	4045
4165	TRINITY_DN3818_c0_g1_i1	83.238	165.0	83.45	130.0	83.45	130.0	2180	0.712	1.0	0.974	0.687	0.992	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4046	4046	83.238	165.0	83.45	130.0	83.45	130.0	83.238	165.0	83.45	130.0	83.45	130.0	83.238	165.0	83.45	130.0	83.45	130.0	1	4046
4166	TRINITY_DN3889_c0_g1_i1	66.203	22.0	72.17	19.0	72.17	19.0	516	0.909	1.0	0.982	0.816	0.915	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4047	4047	66.203	22.0	72.17	19.0	72.17	19.0	66.203	22.0	72.17	19.0	72.17	19.0	66.203	22.0	72.17	19.0	72.17	19.0	1	4047
4167	TRINITY_DN3872_c0_g1_i1	153.973	93.0	161.63	77.0	161.63	77.0	790	0.71	1.0	0.968	0.473	0.689	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4048	4048	153.973	93.0	161.63	77.0	161.63	77.0	153.973	93.0	161.63	77.0	161.63	77.0	153.973	93.0	161.63	77.0	161.63	77.0	1	4048
4168	TRINITY_DN3887_c0_g1_i1	98.318	51.0	100.12	41.0	100.12	41.0	704	0.745	1.0	0.983	0.7	0.956	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4049	4049	98.318	51.0	100.12	41.0	100.12	41.0	98.318	51.0	100.12	41.0	100.12	41.0	98.318	51.0	100.12	41.0	100.12	41.0	1	4049
4169	TRINITY_DN3885_c0_g1_i1	138.893	487.0	140.55	387.0	140.55	387.0	3717	0.818	1.0	0.97	0.79	0.994	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4050	4050	138.893	487.0	140.55	387.0	140.55	387.0	138.893	487.0	140.55	387.0	140.55	387.0	138.893	487.0	140.55	387.0	140.55	387.0	1	4050
4170	TRINITY_DN3802_c0_g1_i1	85.501	141.0	81.77	106.0	81.77	106.0	1844	0.827	1.0	0.97	0.755	0.941	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4051	4051	85.501	141.0	81.77	106.0	81.77	106.0	85.501	141.0	81.77	106.0	81.77	106.0	85.501	141.0	81.77	106.0	81.77	106.0	1	4051
4171	TRINITY_DN3837_c0_g1_i1	138.255	48.0	152.77	42.0	152.77	42.0	531	0.833	1.0	0.977	0.135	0.166	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4052	4052	138.255	48.0	152.77	42.0	152.77	42.0	138.255	48.0	152.77	42.0	152.77	42.0	138.255	48.0	152.77	42.0	152.77	42.0	1	4052
4172	TRINITY_DN3898_c0_g1_i1	278.302	401.0	273.61	310.0	273.61	310.0	1634	0.777	1.0	0.966	0.672	0.895	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4053	4053	278.302	401.0	273.61	310.0	273.61	310.0	278.302	401.0	273.61	310.0	273.61	310.0	278.302	401.0	273.61	310.0	273.61	310.0	1	4053
4173	TRINITY_DN3862_c0_g1_i1	106.426	36.0	93.31	25.0	93.31	25.0	522	0.917	1.0	0.951	0.549	0.629	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4054	4054	106.426	36.0	93.31	25.0	93.31	25.0	106.426	36.0	93.31	25.0	93.31	25.0	106.426	36.0	93.31	25.0	93.31	25.0	1	4054
4174	TRINITY_DN3845_c0_g1_i1	72.666	106.0	69.75	80.0	69.75	80.0	1652	0.817	1.0	0.976	0.726	0.91	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4055	4055	72.666	106.0	69.75	80.0	69.75	80.0	72.666	106.0	69.75	80.0	69.75	80.0	72.666	106.0	69.75	80.0	69.75	80.0	1	4055
4175	TRINITY_DN3857_c0_g1_i1	155.23	115.0	164.45	96.0	164.45	96.0	928	0.85	1.0	0.972	0.535	0.647	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4056	4056	155.23	115.0	164.45	96.0	164.45	96.0	155.23	115.0	164.45	96.0	164.45	96.0	155.23	115.0	164.45	96.0	164.45	96.0	1	4056
4176	TRINITY_DN3868_c0_g1_i1	73.516	35.0	66.48	25.0	66.48	25.0	661	0.636	1.0	0.953	0.487	0.803	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4057	4057	73.516	35.0	66.48	25.0	66.48	25.0	73.516	35.0	66.48	25.0	66.48	25.0	73.516	35.0	66.48	25.0	66.48	25.0	1	4057
4177	TRINITY_DN3821_c0_g1_i1	125.939	270.0	124.66	210.0	124.66	210.0	2343	0.769	1.0	0.96	0.677	0.917	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4058	4058	125.939	270.0	124.66	210.0	124.66	210.0	125.939	270.0	124.66	210.0	124.66	210.0	125.939	270.0	124.66	210.0	124.66	210.0	1	4058
4178	TRINITY_DN3863_c0_g1_i1	85.762	95.0	83.75	73.0	83.75	73.0	1298	0.83	1.0	0.972	0.712	0.882	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4059	4059	85.762	95.0	83.75	73.0	83.75	73.0	85.762	95.0	83.75	73.0	83.75	73.0	85.762	95.0	83.75	73.0	83.75	73.0	1	4059
